"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"SG_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"NM_REGIAO";"SG_UF_PROGRAMA";"SG_ENTIDADE_ENSINO";"NM_PROGRAMA_IES";"NM_GRAU_PROGRAMA";"CP"
"3526";"42020018005P8";"ENGENHARIAS I";"ENGI";"PARTICULAR";"PRIVADA";2005;"ACADÊMICO";"4";"SUL";"RS";"UNISC";"TECNOLOGIA AMBIENTAL";"MESTRADO/DOUTORADO";0,416666666666667
"3527";"42020018006P4";"EDUCAÇÃO";"EDUC";"PARTICULAR";"PRIVADA";2008;"ACADÊMICO";"3";"SUL";"RS";"UNISC";"EDUCAÇÃO";"MESTRADO/DOUTORADO";0,344230769230769
"3528";"42020018007P0";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";2010;"ACADÊMICO";"3";"SUL";"RS";"UNISC";"PROMOÇÃO DA SAÚDE";"MESTRADO";0,438020833333333
"3529";"42020018008P7";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"PARTICULAR";"PRIVADA";2011;"PROFISSIONAL";"3";"SUL";"RS";"UNISC";"ADMINISTRAÇÃO";"MESTRADO PROF.";0,468055555555556
"3530";"42021014001P9";"EDUCAÇÃO";"EDUC";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"4";"SUL";"RS";"UNILASALLE";"EDUCAÇÃO";"MESTRADO/DOUTORADO";0,419270833333333
"3531";"42021014002P5";"ENGENHARIAS II";"ENGII";"PARTICULAR";"PRIVADA";2009;"ACADÊMICO";"3";"SUL";"RS";"UNILASALLE";"AVALIAÇÃO DE IMPACTOS AMBIENTAIS";"MESTRADO";0,413095238095238
"3532";"42021014003P1";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";2009;"PROFISSIONAL";"4";"SUL";"RS";"UNILASALLE";"MEMÓRIA SOCIAL E BENS CULTURAIS";"MESTRADO PROF.";0,390740740740741
"3533";"42021014004P8";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";2013;"PROFISSIONAL";"3";"SUL";"RS";"UNILASALLE";"SAÚDE E DESENVOLVIMENTO HUMANO";"MESTRADO PROF.";0,562820512820513
"3534";"42021014005P4";"DIREITO";"DIRE";"PARTICULAR";"PRIVADA";2014;"ACADÊMICO";"3";"SUL";"RS";"UNILASALLE";"DIREITO";"MESTRADO";0,473809523809524
"3535";"42021014006P0";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";2015;"ACADÊMICO";"4";"SUL";"RS";"UNILASALLE";"MEMÓRIA SOCIAL E BENS CULTURAIS";"DOUTORADO";0,389285714285714
"3536";"42024013001P8";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";1994;"ACADÊMICO";"4";"SUL";"RS";"UNIJUÍ";"MODELAGEM MATEMÁTICA";"MESTRADO/DOUTORADO";0,626785714285714
"3537";"42024013002P4";"EDUCAÇÃO";"EDUC";"PARTICULAR";"PRIVADA";1995;"ACADÊMICO";"4";"SUL";"RS";"UNIJUÍ";"EDUCAÇÃO NAS CIÊNCIAS";"MESTRADO/DOUTORADO";0,450378787878788
"3538";"42024013003P0";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLUR";"PARTICULAR";"PRIVADA";2002;"ACADÊMICO";"4";"SUL";"RS";"UNIJUÍ";"DESENVOLVIMENTO REGIONAL";"MESTRADO/DOUTORADO";0,413541666666667
"3539";"42024013004P7";"DIREITO";"DIRE";"PARTICULAR";"PRIVADA";2012;"ACADÊMICO";"3";"SUL";"RS";"UNIJUÍ";"DIREITOS HUMANOS";"MESTRADO";0,429487179487179
"3540";"42033012001P3";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"3";"SUL";"RS";"IFSUL";"EDUCAÇÃO E TECNOLOGIA";"MESTRADO PROF.";1
"3541";"42037018001P9";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";2012;"PROFISSIONAL";"3";"SUL";"RS";"UNICRUZ";"DESENVOLVIMENTO RURAL";"MESTRADO PROF.";0,469871794871795
"3542";"42037018002P5";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";2013;"ACADÊMICO";"3";"SUL";"RS";"UNICRUZ";"PRÁTICAS SOCIOCULTURAIS E DESENVOLVIMENTO SOCIAL";"MESTRADO";0,485555555555556
"3543";"42037018003P1";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";2014;"ACADÊMICO";"3";"SUL";"RS";"UNICRUZ";"ATENÇÃO INTEGRAL À SAÚDE";"MESTRADO";0,531770833333333
"3544";"42039010001P1";"ENSINO";"ENSI";"PARTICULAR";"PRIVADA";2004;"PROFISSIONAL";"4";"SUL";"RS";"UNIFRA";"PROGRAMA DE PÓS-GRADUAÇÃO EM ENSINO DE CIÊNCIAS E MATEMÁTICA";"MESTRADO PROF.";0,557352941176471
"3545";"42039010002P8";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"4";"SUL";"RS";"UNIFRA";"NANOCIÊNCIAS";"MESTRADO/DOUTORADO";0,499122807017544
"3546";"42039010003P4";"ENSINO";"ENSI";"PARTICULAR";"PRIVADA";2014;"ACADÊMICO";"4";"SUL";"RS";"UNIFRA";"ENSINO DE CIÊNCIAS E MATEMÁTICA";"MESTRADO/DOUTORADO";0,538492063492063
"3547";"42039010004P0";"ENFERMAGEM";"ENFE";"PARTICULAR";"PRIVADA";2015;"PROFISSIONAL";"3";"SUL";"RS";"UNIFRA";"SAÚDE MATERNO INFANTIL";"MESTRADO PROF.";0,499444444444444
"3548";"42039010005P7";"MEDICINA II";"MEDII";"PARTICULAR";"PRIVADA";2016;"ACADÊMICO";"3";"SUL";"RS";"UNIFRA";"CIÊNCIAS DA SAÚDE E DA VIDA";"MESTRADO";0,512820512820513
"3549";"42039010006P3";"ENSINO";"ENSI";"PARTICULAR";"PRIVADA";2016;"ACADÊMICO";"3";"SUL";"RS";"UNIFRA";"ENSINO DE HUMANIDADES E LINGUAGENS";"MESTRADO";0,342261904761905
"3550";"42041015001P2";"CIÊNCIAS AMBIENTAIS";"CAMB";"PARTICULAR";"PRIVADA";2005;"ACADÊMICO";"5";"SUL";"RS";"FEEVALE";"QUALIDADE AMBIENTAL";"MESTRADO/DOUTORADO";0,480434782608696
"3551";"42041015003P5";"MATERIAIS";"MATE";"PARTICULAR";"PRIVADA";2009;"PROFISSIONAL";"3";"SUL";"RS";"FEEVALE";"TECNOLOGIA DE MATERIAIS E PROCESSOS INDUSTRIAIS";"MESTRADO PROF.";0,422916666666667
"3552";"42041015004P1";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";2010;"ACADÊMICO";"4";"SUL";"RS";"FEEVALE";"PROCESSOS E MANIFESTAÇÕES CULTURAIS";"MESTRADO/DOUTORADO";0,553645833333333
"3553";"42041015006P4";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";2013;"ACADÊMICO";"4";"SUL";"RS";"FEEVALE";"DIVERSIDADE CULTURAL E INCLUSÃO SOCIAL";"MESTRADO/DOUTORADO";0,454761904761905
"3554";"42041015007P0";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";2014;"PROFISSIONAL";"3";"SUL";"RS";"FEEVALE";"INDÚSTRIA CRIATIVA";"MESTRADO PROF.";0,42
"3555";"42041015008P7";"LETRAS / LINGUÍSTICA";"LETR";"PARTICULAR";"PRIVADA";2015;"PROFISSIONAL";"3";"SUL";"RS";"FEEVALE";"LETRAS";"MESTRADO PROF.";0,388690476190476
"3556";"42041015009P3";"FARMÁCIA";"FARM";"PARTICULAR";"PRIVADA";2016;"ACADÊMICO";"3";"SUL";"RS";"FEEVALE";"TOXICOLOGIA E ANÁLISES TOXICOLÓGICAS";"MESTRADO";0,493589743589744
"3557";"42041015010P1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,511111111111111
"3558";"42045010001P8";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2016;"PROFISSIONAL";"3";"SUL";"RS";"UERGS";"AMBIENTE E SUSTENTABILIDADE";"MESTRADO PROF.";0,456481481481481
"3559";"42045010002P4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,527777777777778
"3560";"42046017004P3";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUL";"RS";"UNIPAMPA";"ENGENHARIA";"MESTRADO";1
"3561";"42046017005P0";"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUL";"RS";"UNIPAMPA";"CIÊNCIA ANIMAL";"MESTRADO";0,5
"3562";"42051010004P3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,25
"3563";"42070007001P6";"INTERDISCIPLINAR";"INTE";"MUNICIPAL";"PÚBLICA";2015;"ACADÊMICO";"3";"SUL";"SC";"UNIARP";"DESENVOLVIMENTO E SOCIEDADE";"MESTRADO";0,481666666666667
"3564";"42070007002P2";"EDUCAÇÃO";"EDUC";"MUNICIPAL";"PÚBLICA";2016;"PROFISSIONAL";"3";"SUL";"SC";"UNIARP";"EDUCAÇÃO BÁSICA";"MESTRADO PROF.";0,546212121212121
"3565";"50001019001P8";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"4";"CENTRO-OESTE";"MT";"UFMT";"EDUCAÇÃO";"MESTRADO/DOUTORADO";0,409920634920635
"3566";"50001019002P4";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1993;"ACADÊMICO";"4";"CENTRO-OESTE";"MT";"UFMT";"AGRICULTURA TROPICAL";"MESTRADO/DOUTORADO";0,489912280701754
"3567";"50001019003P0";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";1993;"ACADÊMICO";"5";"CENTRO-OESTE";"MT";"UFMT";"ECOLOGIA E CONSERVAÇÃO DA BIODIVERSIDADE";"MESTRADO/DOUTORADO";0,385507246376812
"3568";"50001019005P3";"HISTÓRIA";"HIST";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"4";"CENTRO-OESTE";"MT";"UFMT";"HISTÓRIA";"MESTRADO/DOUTORADO";0,397826086956522
"3569";"50001019006P0";"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";"CENTRO-OESTE";"MT";"UFMT";"GEOGRAFIA";"MESTRADO";0,385714285714286
"3570";"50001019007P6";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"5";"CENTRO-OESTE";"MT";"UFMT";"FÍSICA AMBIENTAL";"MESTRADO/DOUTORADO";0,603985507246377
"3571";"50001019008P2";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";"CENTRO-OESTE";"MT";"UFMT";"ESTUDOS DE LINGUAGEM";"MESTRADO/DOUTORADO";0,484782608695652
"3572";"50001019009P9";"MEDICINA I";"MEDI";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";"CENTRO-OESTE";"MT";"UFMT";"CIÊNCIAS DA SAÚDE";"MESTRADO/DOUTORADO";0,474305555555556
"3573";"50001019010P7";"SAÚDE COLETIVA";"SCOL";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";"CENTRO-OESTE";"MT";"UFMT";"SAUDE COLETIVA";"MESTRADO/DOUTORADO";0,436197916666667
"3574";"50001019011P3";"GEOCIÊNCIAS";"GEOC";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UFMT";"GEOCIÊNCIAS";"MESTRADO";0,324166666666667
"3575";"50001019012P0";"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UFMT";"FÍSICA";"MESTRADO/DOUTORADO";0,569444444444444
"3576";"50001019013P6";"ECONOMIA";"ECON";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UFMT";"ECONOMIA";"MESTRADO";0,396153846153846
"3577";"50001019014P2";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"CENTRO-OESTE";"MT";"UFMT";"CIÊNCIA ANIMAL";"MESTRADO/DOUTORADO";0,432986111111111
"3578";"50001019015P9";"ENFERMAGEM";"ENFE";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"CENTRO-OESTE";"MT";"UFMT";"ENFERMAGEM";"MESTRADO/DOUTORADO";0,4140625
"3579";"50001019016P5";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UFMT";"CIÊNCIAS FLORESTAIS E AMBIENTAIS";"MESTRADO";0,460416666666667
"3580";"50001019017P1";"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"CENTRO-OESTE";"MT";"UFMT";"CIÊNCIAS VETERINÁRIAS";"MESTRADO/DOUTORADO";0,4453125
"3581";"50001019018P8";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UFMT";"RECURSOS HÍDRICOS";"MESTRADO";0,50125
"3582";"50001019019P4";"NUTRIÇÃO";"NUTR";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UFMT";"NUTRIÇÃO, ALIMENTOS E METABOLISMO";"MESTRADO";0,518981481481481
"3583";"50001019020P2";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";"CENTRO-OESTE";"MT";"UFMT";"ESTUDOS DE CULTURA CONTEMPORÂNEA";"MESTRADO/DOUTORADO";0,440217391304348
"3584";"50001019022P5";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UFMT";"ENGENHARIA DE EDIFICAÇÕES E AMBIENTAL";"MESTRADO";0,373484848484848
"3585";"50001019023P1";"SERVIÇO SOCIAL";"SSOC";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UFMT";"POLÍTICA SOCIAL";"MESTRADO";0,621212121212121
"3586";"50001019024P8";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UFMT";"EDUCAÇÃO";"MESTRADO";0,422368421052632
"3587";"50001019025P4";"DIREITO";"DIRE";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UFMT";"DIREITO";"MESTRADO";0,4875
"3588";"50001019026P0";"MATERIAIS";"MATE";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UFMT";"CIÊNCIA DE MATERIAIS";"MESTRADO";0,579545454545455
"3589";"50001019027P7";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2010;"PROFISSIONAL";"3";"CENTRO-OESTE";"MT";"UFMT";"ENSINO DE CIÊNCIAS NATURAIS";"MESTRADO PROF.";0,396212121212121
"3590";"50001019028P3";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";"CENTRO-OESTE";"MT";"UFMT";"EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICA - UFMT - UFPA - UEA";"DOUTORADO";0,420769230769231
"3591";"50001019029P0";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UFMT";"QUÍMICA";"MESTRADO";0,485555555555556
"3592";"50001019030P8";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UFMT";"ENGENHARIA AGRÍCOLA";"MESTRADO";0,455952380952381
"3593";"50001019031P4";"CIÊNCIAS BIOLÓGICAS III";"CBIII";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UFMT";"IMUNOLOGIA E PARASITOLOGIA BÁSICAS E APLICADAS";"MESTRADO";0,657638888888889
"3594";"50001019032P0";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UFMT";"CIÊNCIAS AMBIENTAIS";"MESTRADO";0,503623188405797
"3595";"50001019033P7";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UFMT";"ZOOTECNIA";"MESTRADO";0,317592592592593
"3596";"50001019034P3";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UFMT";"AGRONOMIA";"MESTRADO";0,426282051282051
"3597";"50001019035P0";"EDUCAÇÃO FÍSICA";"EFIS";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UFMT";"EDUCAÇÃO FÍSICA";"MESTRADO";0,490416666666667
"3598";"50001019036P6";"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UFMT";"GEOGRAFIA";"MESTRADO";0,532291666666667
"3599";"50001019037P2";"ANTROPOLOGIA / ARQUEOLOGIA";"ANTR";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UFMT";"ANTROPOLOGIA SOCIAL";"MESTRADO";0,380769230769231
"3600";"50001019038P9";"FILOSOFIA";"FILO";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UFMT";"FILOSOFIA";"MESTRADO";0,45
"3601";"50001019039P5";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UFMT";"ZOOLOGIA";"MESTRADO";0,420588235294118
"3602";"50001019101P2";"SOCIOLOGIA";"SOCI";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UFMT";"SOCIOLOGIA";"MESTRADO";0,478333333333333
"3603";"50001019102P9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,58015873015873
"3604";"50001019171P0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,44375
"3605";"50001019172P7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,453921568627451
"3606";"50002015001P4";"CIÊNCIAS AMBIENTAIS";"CAMB";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"4";"CENTRO-OESTE";"MT";"UNEMAT";"CIÊNCIAS AMBIENTAIS";"MESTRADO/DOUTORADO";0,523188405797101
"3607";"50002015002P0";"BIODIVERSIDADE";"BIOD";"ESTADUAL";"PÚBLICA";2008;"ACADÊMICO";"4";"CENTRO-OESTE";"MT";"UNEMAT";"ECOLOGIA E CONSERVAÇÃO";"MESTRADO/DOUTORADO";0,447222222222222
"3608";"50002015003P7";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UNEMAT";"LÍNGUÍSTICA";"MESTRADO/DOUTORADO";0,544551282051282
"3609";"50002015004P3";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"4";"CENTRO-OESTE";"MT";"UNEMAT";"ESTUDOS LITERÁRIOS";"MESTRADO/DOUTORADO";0,415873015873016
"3610";"50002015005P0";"EDUCAÇÃO";"EDUC";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UNEMAT";"EDUCAÇÃO";"MESTRADO";0,399444444444444
"3611";"50002015006P6";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UNEMAT";"AMBIENTE E SISTEMAS DE PRODUÇÃO AGRÍCOLA";"MESTRADO";0,544117647058823
"3612";"50002015007P2";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"4";"CENTRO-OESTE";"MT";"UNEMAT";"GENÉTICA E MELHORAMENTO DE PLANTAS";"MESTRADO";0,447549019607843
"3613";"50002015008P9";"CIÊNCIAS AMBIENTAIS";"CAMB";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UNEMAT";"BIODIVERSIDADE E AGROECOSSISTEMAS AMAZÔNICOS";"MESTRADO";0,397395833333333
"3614";"50002015101P9";"ENSINO";"ENSI";"ESTADUAL";"PÚBLICA";2015;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UNEMAT";"ENSINO DE CIENCIAS E MATEMÁTICA";"MESTRADO";0,477777777777778
"3615";"50002015102P5";"GEOGRAFIA";"GEOG";"ESTADUAL";"PÚBLICA";2015;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UNEMAT";"GEOGRAFIA";"MESTRADO";0,572777777777778
"3616";"50002015156P8";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";2016;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UNEMAT";"LETRAS";"MESTRADO";0,41140350877193
"3617";"50008013001P2";"ODONTOLOGIA";"ODON";"PARTICULAR";"PRIVADA";2011;"PROFISSIONAL";"3";"CENTRO-OESTE";"MT";"UNIC";"CIÊNCIAS ODONTOLÓGICAS INTEGRADAS";"MESTRADO PROF.";0,386805555555556
"3618";"50008013002P9";"MEDICINA VETERINÁRIA";"MVET";"PARTICULAR";"PRIVADA";2011;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UNIC";"BIOCIÊNCIA ANIMAL";"MESTRADO";0,4125
"3619";"50008013003P5";"CIÊNCIAS AMBIENTAIS";"CAMB";"PARTICULAR";"PRIVADA";2013;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UNIC";"CIÊNCIAS AMBIENTAIS";"MESTRADO";0,530208333333333
"3620";"50008013004P1";"ODONTOLOGIA";"ODON";"PARTICULAR";"PRIVADA";2016;"ACADÊMICO";"4";"CENTRO-OESTE";"MT";"UNIC";"CIÊNCIAS ODONTOLÓGICAS INTEGRADAS";"DOUTORADO";0,381666666666667
"3621";"50008013006P4";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";2016;"ACADÊMICO";"3";"CENTRO-OESTE";"MT";"UNIC";"AMBIENTE E SAÚDE";"MESTRADO";0,475
"3622";"50008013007P0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,417777777777778
"3623";"51001012007P9";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"4";"CENTRO-OESTE";"MS";"UFMS";"QUÍMICA";"MESTRADO/DOUTORADO";0,833333333333333
"3624";"51001012010P0";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";"CENTRO-OESTE";"MS";"UFMS";"TECNOLOGIAS AMBIENTAIS";"MESTRADO/DOUTORADO";1
"3625";"51001012019P7";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"CENTRO-OESTE";"MS";"UFMS";"SAÚDE E DESENVOLVIMENTO NA REGIÃO CENTRO-OESTE";"MESTRADO/DOUTORADO";0,75
"3626";"51001012030P0";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UFMS";"FARMÁCIA";"MESTRADO";0,55
"3627";"51001012034P6";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UFMS";"AGRONOMIA";"MESTRADO";0,25
"3628";"51001012038P1";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"CENTRO-OESTE";"MS";"UFMS";"COMPUTAÇÃO APLICADA";"MESTRADO PROF.";0,25
"3629";"51002019002P3";"EDUCAÇÃO";"EDUC";"PARTICULAR";"PRIVADA";1994;"ACADÊMICO";"4";"CENTRO-OESTE";"MS";"UCDB";"EDUCAÇÃO";"MESTRADO/DOUTORADO";0,365972222222222
"3630";"51002019003P0";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";1998;"ACADÊMICO";"4";"CENTRO-OESTE";"MS";"UCDB";"DESENVOLVIMENTO LOCAL";"MESTRADO/DOUTORADO";0,384615384615385
"3631";"51002019004P6";"PSICOLOGIA";"PSICO";"PARTICULAR";"PRIVADA";1997;"ACADÊMICO";"4";"CENTRO-OESTE";"MS";"UCDB";"PSICOLOGIA";"MESTRADO/DOUTORADO";0,452083333333333
"3632";"51002019005P2";"BIOTECNOLOGIA";"BIOT";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UCDB";"BIOTECNOLOGIA";"MESTRADO/DOUTORADO";0,59375
"3633";"51002019006P9";"CIÊNCIAS AMBIENTAIS";"CAMB";"PARTICULAR";"PRIVADA";2012;"ACADÊMICO";"4";"CENTRO-OESTE";"MS";"UCDB";"CIÊNCIAS AMBIENTAIS E SUSTENTABILIDADE AGROPECUÁRIA";"MESTRADO/DOUTORADO";0,540350877192982
"3634";"51003015001P3";"CIÊNCIAS AMBIENTAIS";"CAMB";"PARTICULAR";"PRIVADA";2002;"ACADÊMICO";"4";"CENTRO-OESTE";"MS";"UNIDERP";"MEIO AMBIENTE E DESENVOLVIMENTO REGIONAL";"MESTRADO/DOUTORADO";0,605729166666667
"3635";"51003015002P0";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"PARTICULAR";"PRIVADA";2002;"PROFISSIONAL";"3";"CENTRO-OESTE";"MS";"UNIDERP";"PRODUÇÃO E GESTÃO AGROINDUSTRIAL";"MESTRADO PROF.";0,517708333333333
"3636";"51004011001P0";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"4";"CENTRO-OESTE";"MS";"UEMS";"AGRONOMIA";"MESTRADO/DOUTORADO";0,38731884057971
"3637";"51004011002P6";"CIÊNCIAS AMBIENTAIS";"CAMB";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UEMS";"RECURSOS NATURAIS";"MESTRADO/DOUTORADO";0,417592592592593
"3638";"51004011003P2";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";"CENTRO-OESTE";"MS";"UEMS";"ZOOTECNIA";"MESTRADO";0,406372549019608
