"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"SG_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"NM_REGIAO";"SG_UF_PROGRAMA";"SG_ENTIDADE_ENSINO";"NM_PROGRAMA_IES";"NM_GRAU_PROGRAMA";"IMI";"IPT"
"92";"20002017005P5";"MEDICINA VETERINÁRIA";"MVET";"ESTADUAL";"PÚBLICA";2012;"PROFISSIONAL";"3";"NORDESTE";"MA";"UEMA";"DEFESA SANITÁRIA ANIMAL";"MESTRADO PROF.";0,388529473244147;0,0666666666666667
"93";"20002017007P8";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"CPOL";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";"NORDESTE";"MA";"UEMA";"CARTOGRAFIA SOCIAL E POLÍTICA DA AMAZÔNIA";"MESTRADO";0,601155462184874;0,0769230769230769
"94";"20009011001P4";"ODONTOLOGIA";"ODON";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"3";"NORDESTE";"MA";"UNICEUMA";"ODONTOLOGIA";"MESTRADO";0,478720238095238;0,142857142857143
"95";"20009011002P0";"CIÊNCIAS BIOLÓGICAS III";"CBIII";"PARTICULAR";"PRIVADA";2008;"ACADÊMICO";"3";"NORDESTE";"MA";"UNICEUMA";"BIOLOGIA PARASITÁRIA";"MESTRADO";0,617339743589744;1,33333333333333
"96";"21001014002P2";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";"NORDESTE";"PI";"FUFPI";"CIÊNCIA ANIMAL";"MESTRADO/DOUTORADO";0,399088145896656;0,15
"97";"21001014003P9";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";"NORDESTE";"PI";"FUFPI";"QUÍMICA";"MESTRADO/DOUTORADO";0,375193232317979;0,653846153846154
"98";"21001014020P0";"CIÊNCIA DE ALIMENTOS";"CALIM";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";"NORDESTE";"PI";"FUFPI";"ALIMENTOS E NUTRIÇÃO";"MESTRADO/DOUTORADO";0,394750330687831;0,277777777777778
"99";"21001014024P6";"MATERIAIS";"MATE";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORDESTE";"PI";"FUFPI";"CIÊNCIA DOS MATERIAIS";"MESTRADO/DOUTORADO";0,496480487105487;1,11111111111111
"100";"21001014031P2";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"NORDESTE";"PI";"FUFPI";"CIÊNCIA DA COMPUTAÇÃO";"MESTRADO";0,499141483516483;0,642857142857143
"101";"22001018001P9";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";1977;"ACADÊMICO";"4";"NORDESTE";"CE";"UFC";"EDUCAÇÃO";"MESTRADO/DOUTORADO";0,394015731462221;0,0142857142857143
"102";"22001018002P5";"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"6";"NORDESTE";"CE";"UFC";"FÍSICA";"MESTRADO/DOUTORADO";0,347009955967499;0,15625
"103";"22001018003P1";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"FEDERAL";"PÚBLICA";1965;"ACADÊMICO";"6";"NORDESTE";"CE";"UFC";"MATEMÁTICA";"MESTRADO/DOUTORADO";0,324835689394513;0,0909090909090909
"104";"22001018004P8";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"5";"NORDESTE";"CE";"UFC";"QUÍMICA";"MESTRADO/DOUTORADO";0,345861306867121;0,6
"105";"22001018006P0";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";1971;"ACADÊMICO";"4";"NORDESTE";"CE";"UFC";"BIOQUÍMICA";"MESTRADO/DOUTORADO";0,36183071519206;0,411764705882353
"106";"22001018007P7";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";1978;"ACADÊMICO";"6";"NORDESTE";"CE";"UFC";"FARMACOLOGIA";"MESTRADO/DOUTORADO";0,348323996265173;0,24
"107";"22001018008P3";"SOCIOLOGIA";"SOCI";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"5";"NORDESTE";"CE";"UFC";"SOCIOLOGIA";"MESTRADO/DOUTORADO";0,388197572572573;0,0625
"108";"22001018010P8";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";1975;"ACADÊMICO";"6";"NORDESTE";"CE";"UFC";"ENGENHARIA CIVIL (RECURSOS HÍDRICOS)";"MESTRADO/DOUTORADO";0,482180877401466;0,588235294117647
"109";"22001018012P0";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"4";"NORDESTE";"CE";"UFC";"AGRONOMIA (FITOTECNIA)";"MESTRADO/DOUTORADO";0,385618683257056;0,421052631578947
"110";"22001018013P7";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"4";"NORDESTE";"CE";"UFC";"CIÊNCIA DO SOLO";"MESTRADO/DOUTORADO";0,407558254063188;0,176470588235294
"111";"22001018014P3";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"5";"NORDESTE";"CE";"UFC";"ENGENHARIA AGRÍCOLA";"MESTRADO/DOUTORADO";0,421319228778468;1,125
"112";"22001018019P5";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";1991;"ACADÊMICO";"4";"NORDESTE";"CE";"UFC";"PATOLOGIA";"MESTRADO";0,57458291702496;0,2
"113";"22001018021P0";"ENFERMAGEM";"ENFE";"FEDERAL";"PÚBLICA";1993;"ACADÊMICO";"5";"NORDESTE";"CE";"UFC";"ENFERMAGEM";"MESTRADO/DOUTORADO";0,280325074595055;0,0869565217391304
"114";"22001018023P2";"MEDICINA III";"MEDIII";"FEDERAL";"PÚBLICA";1993;"ACADÊMICO";"5";"NORDESTE";"CE";"UFC";"CIÊNCIAS MÉDICO-CIRÚRGICAS";"MESTRADO/DOUTORADO";0,368899040368623;0,227272727272727
"115";"22001018027P8";"GEOCIÊNCIAS";"GEOC";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"3";"NORDESTE";"CE";"UFC";"GEOLOGIA";"MESTRADO/DOUTORADO";0,333613799238799;0,0952380952380952
"116";"22001018031P5";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"5";"NORDESTE";"CE";"UFC";"CIÊNCIAS DA COMPUTAÇÃO";"MESTRADO/DOUTORADO";0,409122277502023;0,285714285714286
"117";"22001018032P1";"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";"NORDESTE";"CE";"UFC";"ENGENHARIA ELÉTRICA";"MESTRADO/DOUTORADO";0,348673115079365;0,333333333333333
"118";"22001018035P0";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"5";"NORDESTE";"CE";"UFC";"ENGENHARIA QUÍMICA";"MESTRADO/DOUTORADO";0,367296575768216;0,5625
"119";"22001018044P0";"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"5";"NORDESTE";"CE";"UFC";"GEOGRAFIA";"MESTRADO/DOUTORADO";0,411413697377867;0,05
"120";"22001018046P2";"ODONTOLOGIA";"ODON";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";"NORDESTE";"CE";"UFC";"ODONTOLOGIA";"MESTRADO/DOUTORADO";0,257708459224733;0,21875
"121";"22001018047P9";"MEDICINA I";"MEDI";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"6";"NORDESTE";"CE";"UFC";"CIÊNCIAS MÉDICAS";"MESTRADO/DOUTORADO";0,401476705683973;0,380952380952381
"122";"22001018048P5";"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"5";"NORDESTE";"CE";"UFC";"ENGENHARIA DE TELEINFORMÁTICA";"MESTRADO/DOUTORADO";0,43655098560889;0,833333333333333
"123";"22001018054P5";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";"NORDESTE";"CE";"UFC";"ENGENHARIA MECÂNICA";"MESTRADO";0,710849567099567;0,636363636363636
"124";"22001018059P7";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";"NORDESTE";"CE";"UFC";"ENGENHARIA CIVIL: ESTRUTURAS E CONSTRUÇÃO CIVIL";"MESTRADO";0,494821591829808;1,11111111111111
"125";"22001018072P3";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";"NORDESTE";"CE";"UFC";"CIÊNCIAS FARMACÊUTICAS";"MESTRADO/DOUTORADO";0,456020021645022;0,5
"126";"22001018078P1";"ARTES / MÚSICA";"ARTE";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"NORDESTE";"CE";"UFC";"ARTES";"MESTRADO";0,659601856476856;0,181818181818182
"127";"22001018079P8";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"NORDESTE";"CE";"UFC";"CIÊNCIAS DA SAÚDE";"MESTRADO";0,564475334448161;0,375
"128";"22001018080P6";"BIOTECNOLOGIA";"BIOT";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"4";"NORDESTE";"CE";"UFC";"BIOTECNOLOGIA DE RECURSOS NATURAIS";"MESTRADO/DOUTORADO";0,523422493997599;0,294117647058824
"129";"22001018082P9";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"4";"NORDESTE";"CE";"UFC";"CIÊNCIAS MORFOFUNCIONAIS";"MESTRADO/DOUTORADO";0,471849819186776;0,227272727272727
"130";"22001018084P1";"ARQUITETURA, URBANISMO E DESIGN";"ARQU";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"NORDESTE";"CE";"UFC";"ARQUITETURA E URBANISMO E DESIGN";"MESTRADO";0,525435388366423;0,181818181818182
"131";"22001018085P8";"COMUNICAÇÃO E INFORMAÇÃO";"31";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"NORDESTE";"CE";"UFC";"CIÊNCIA DA INFORMAÇÃO";"MESTRADO";0,626228632478633;0,0833333333333333
"132";"22002014002P1";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"4";"NORDESTE";"CE";"UNIFOR";"INFORMÁTICA APLICADA";"MESTRADO/DOUTORADO";0,538524330233752;0,9375
"133";"22002014004P4";"SAÚDE COLETIVA";"SCOL";"PARTICULAR";"PRIVADA";2003;"ACADÊMICO";"4";"NORDESTE";"CE";"UNIFOR";"SAÚDE COLETIVA";"MESTRADO/DOUTORADO";0,549606223673877;0,333333333333333
"134";"22002014007P3";"MEDICINA I";"MEDI";"PARTICULAR";"PRIVADA";2014;"ACADÊMICO";"3";"NORDESTE";"CE";"UNIFOR";"CIÊNCIAS MÉDICAS";"MESTRADO";0,480272478382944;0,416666666666667
"135";"22002014009P6";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"PARTICULAR";"PRIVADA";2015;"PROFISSIONAL";"3";"NORDESTE";"CE";"UNIFOR";"ADMINISTRAÇÃO";"MESTRADO PROF.";0,686448439620081;0,1
"136";"22003010001P1";"MEDICINA VETERINÁRIA";"MVET";"ESTADUAL";"PÚBLICA";1990;"ACADÊMICO";"6";"NORDESTE";"CE";"UECE";"CIÊNCIAS VETERINÁRIAS";"MESTRADO/DOUTORADO";0,408630952380952;1
"137";"22003010004P0";"SAÚDE COLETIVA";"SCOL";"ESTADUAL";"PÚBLICA";1994;"ACADÊMICO";"4";"NORDESTE";"CE";"UECE";"SAÚDE COLETIVA";"MESTRADO/DOUTORADO";0,547954988851728;0,2
"138";"22003010006P3";"GEOGRAFIA";"GEOG";"ESTADUAL";"PÚBLICA";1996;"ACADÊMICO";"4";"NORDESTE";"CE";"UECE";"GEOGRAFIA";"MESTRADO/DOUTORADO";0,345253657018363;0,117647058823529
"139";"22003010012P3";"ENFERMAGEM";"ENFE";"ESTADUAL";"PÚBLICA";2005;"ACADÊMICO";"4";"NORDESTE";"CE";"UECE";"CUIDADOS CLÍNICOS EM ENFERMAGEM E SAÚDE";"MESTRADO/DOUTORADO";0,351174754299754;0,05
"140";"22003010013P0";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"ESTADUAL";"PÚBLICA";2005;"ACADÊMICO";"4";"NORDESTE";"CE";"UECE";"ADMINISTRAÇÃO";"MESTRADO/DOUTORADO";0,561692517551893;0,461538461538462
"141";"22003010014P6";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2005;"ACADÊMICO";"3";"NORDESTE";"CE";"UECE";"CIÊNCIAS FÍSICAS APLICADAS";"MESTRADO";0,598882425444925;0,142857142857143
"142";"22003010016P9";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"ESTADUAL";"PÚBLICA";2006;"PROFISSIONAL";"3";"NORDESTE";"CE";"UECE";"COMPUTAÇÃO APLICADA";"MESTRADO PROF.";0,665859111952862;0,222222222222222
"143";"22003010022P9";"NUTRIÇÃO";"NUTR";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORDESTE";"CE";"UECE";"NUTRIÇÃO E SAÚDE";"MESTRADO";0,546038381907947;1,61538461538462
"144";"22003010071P0";"SAÚDE COLETIVA";"SCOL";"ESTADUAL";"PÚBLICA";2016;"PROFISSIONAL";"3";"NORDESTE";"CE";"UECE";"GESTÃO EM SAÚDE";"MESTRADO PROF.";0,519284228843052;0,117647058823529
"145";"22004017003P0";"GEOGRAFIA";"GEOG";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";"NORDESTE";"CE";"UVA-CE";"GEOGRAFIA";"MESTRADO";0,482197159565581;0,0666666666666667
"146";"22005013001P4";"BIODIVERSIDADE";"BIOD";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"4";"NORDESTE";"CE";"URCA";"BIOPROSPECÇÃO MOLECULAR";"MESTRADO";0,546139977096465;0,0344827586206897
"147";"22011013001P0";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"NORDESTE";"CE";"UNILAB";"SOCIOBIODIVERSIDADE E TECNOLOGIAS SUSTENTÁVEIS";"MESTRADO";0,744357174688057;0,0666666666666667
"148";"22021019001P2";"BIOTECNOLOGIA";"BIOT";"PARTICULAR";"PRIVADA";2014;"ACADÊMICO";"3";"NORDESTE";"CE";"INTA";"BIOTECNOLOGIA";"MESTRADO";0,830406746031746;0,25
"149";"23001011008P6";"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";1983;"ACADÊMICO";"4";"NORDESTE";"RN";"UFRN";"ENGENHARIA ELÉTRICA";"MESTRADO/DOUTORADO";0,395101155230466;0,481481481481481
"150";"23001011009P2";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";1983;"ACADÊMICO";"4";"NORDESTE";"RN";"UFRN";"ENGENHARIA MECÂNICA";"MESTRADO/DOUTORADO";0,471745268620269;1,05555555555556
"151";"23001011011P7";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"4";"NORDESTE";"RN";"UFRN";"ENGENHARIA QUÍMICA";"MESTRADO/DOUTORADO";0,39300450199573;0,25
"152";"23001011012P3";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";1990;"ACADÊMICO";"4";"NORDESTE";"RN";"UFRN";"QUÍMICA";"MESTRADO/DOUTORADO";0,394598385331144;2,04166666666667
"153";"23001011020P6";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"4";"NORDESTE";"RN";"UFRN";"BIOQUÍMICA";"MESTRADO/DOUTORADO";0,447289288596795;0,666666666666667
"154";"23001011021P2";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"3";"NORDESTE";"RN";"UFRN";"ENGENHARIA DE PRODUÇÃO";"MESTRADO";0,581996381886088;1,16666666666667
"155";"23001011022P9";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"5";"NORDESTE";"RN";"UFRN";"SISTEMAS E COMPUTAÇÃO";"MESTRADO/DOUTORADO";0,401904670306663;0,0740740740740741
"156";"23001011025P8";"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"5";"NORDESTE";"RN";"UFRN";"PSICOLOGIA";"MESTRADO/DOUTORADO";0,350313138295141;0,0555555555555556
"157";"23001011026P4";"MATERIAIS";"MATE";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"6";"NORDESTE";"RN";"UFRN";"CIÊNCIA E ENGENHARIA DE MATERIAIS";"MESTRADO/DOUTORADO";0,477216233004085;1,3125
"158";"23001011029P3";"ENFERMAGEM";"ENFE";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";"NORDESTE";"RN";"UFRN";"ENFERMAGEM";"MESTRADO/DOUTORADO";0,301643481875136;0,125
"159";"23001011031P8";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"5";"NORDESTE";"RN";"UFRN";"CIÊNCIAS DA SAÚDE";"MESTRADO/DOUTORADO";0,490276489383632;0,7
"160";"23001011032P4";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2002;"PROFISSIONAL";"4";"NORDESTE";"RN";"UFRN";"ENSINO DE CIÊNCIAS NATURAIS E MATEMÁTICA";"MESTRADO PROF.";0,530428740055177;0,0476190476190476
"161";"23001011033P0";"ODONTOLOGIA";"ODON";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";"NORDESTE";"RN";"UFRN";"SAÚDE COLETIVA";"MESTRADO/DOUTORADO";0,372713035843189;0,0689655172413793
"162";"23001011035P3";"CIÊNCIAS BIOLÓGICAS I";"CBI";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"3";"NORDESTE";"RN";"UFRN";"CIÊNCIAS BIOLÓGICAS";"MESTRADO";0,552365819209039;0,625
"163";"23001011036P0";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";"NORDESTE";"RN";"UFRN";"DESENVOLVIMENTO E MEIO AMBIENTE";"MESTRADO";0,622858806482948;0,388888888888889
"164";"23001011040P7";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";"NORDESTE";"RN";"UFRN";"CIÊNCIAS FARMACÊUTICAS";"MESTRADO/DOUTORADO";0,465291927899687;0,909090909090909
"165";"23001011041P3";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"NORDESTE";"RN";"UFRN";"CIÊNCIA E ENGENHARIA DE PETRÓLEO";"MESTRADO/DOUTORADO";0,477203720295826;1
"166";"23001011042P0";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";"NORDESTE";"RN";"UFRN";"MATEMÁTICA APLICADA E ESTATISTICA";"MESTRADO";0,499799766741123;0,157894736842105
"167";"23001011043P6";"EDUCAÇÃO FÍSICA";"EFIS";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"NORDESTE";"RN";"UFRN";"FISIOTERAPIA";"MESTRADO/DOUTORADO";0,418173006750593;0,0714285714285714
"168";"23001011051P9";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";"NORDESTE";"RN";"UFRN";"ENGENHARIA CIVIL";"MESTRADO";0,466286021984551;0,125
"169";"23001011054P8";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";"NORDESTE";"RN";"UFRN";"NEUROCIÊNCIAS";"MESTRADO/DOUTORADO";0,556221479791395;0,0833333333333333
"170";"23001011056P0";"GEOCIÊNCIAS";"GEOC";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";"NORDESTE";"RN";"UFRN";"CIÊNCIAS CLIMÁTICAS";"MESTRADO/DOUTORADO";0,462852938734995;0,230769230769231
"171";"23001011059P0";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";"NORDESTE";"RN";"UFRN";"SISTEMÁTICA E EVOLUÇÃO";"MESTRADO/DOUTORADO";0,412575483091787;0,0666666666666667
"172";"23001011060P8";"EDUCAÇÃO FÍSICA";"EFIS";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORDESTE";"RN";"UFRN";"EDUCAÇÃO FÍSICA";"MESTRADO";0,452530746711781;0,444444444444444
"173";"23001011061P4";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"NORDESTE";"RN";"UFRN";"CIÊNCIAS FLORESTAIS";"MESTRADO";0,573695895215447;0,0666666666666667
"174";"23001011063P7";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"NORDESTE";"RN";"UFRN";"ENSINO NA SAÚDE";"MESTRADO PROF.";0,535019841269841;1,05263157894737
"175";"23001011067P2";"ARTES / MÚSICA";"ARTE";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"NORDESTE";"RN";"UFRN";"MÚSICA";"MESTRADO";0,537513169034706;0,230769230769231
"176";"23001011068P9";"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"NORDESTE";"RN";"UFRN";"ENERGIA ELÉTRICA";"MESTRADO PROF.";0,539636752136752;0,166666666666667
"177";"23001011070P3";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"NORDESTE";"RN";"UFRN";"BIOLOGIA ESTRUTURAL E FUNCIONAL";"MESTRADO";0,618005349913245;0,1875
"178";"23001011071P0";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"3";"NORDESTE";"RN";"UFRN";"ENGENHARIA DE SOFTWARE";"MESTRADO PROF.";0,499652777777778;1
"179";"23001011072P6";"SAÚDE COLETIVA";"SCOL";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"3";"NORDESTE";"RN";"UFRN";"GESTÃO DA QUALIDADE EM SERVIÇOS DE SAÚDE";"MESTRADO PROF.";0,411517831878082;0,454545454545455
"180";"23001011073P2";"CIÊNCIAS BIOLÓGICAS III";"CBIII";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"NORDESTE";"RN";"UFRN";"BIOLOGIA PARASITÁRIA";"MESTRADO";0,583587300380779;0,0909090909090909
"181";"23001011074P9";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"NORDESTE";"RN";"UFRN";"ENGENHARIA MECATRÔNICA";"MESTRADO";0,606101992143659;1,18181818181818
"182";"23001011075P5";"NUTRIÇÃO";"NUTR";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"NORDESTE";"RN";"UFRN";"NUTRIÇÃO";"MESTRADO";0,527740003052503;0,0769230769230769
"183";"23001011079P0";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2015;"PROFISSIONAL";"3";"NORDESTE";"RN";"UFRN";"CIÊNCIA, TECNOLOGIA E INOVAÇÃO";"MESTRADO PROF.";0,677855071421724;0,2
"184";"23001011170P8";"CIÊNCIAS BIOLÓGICAS I";"CBI";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"5";"NORDESTE";"RN";"UFRN";"BIOINFORMÁTICA";"MESTRADO/DOUTORADO";0,584709706549769;0,173913043478261
"185";"23002018003P0";"ASTRONOMIA / FÍSICA";"AFIS";"ESTADUAL";"PÚBLICA";2008;"ACADÊMICO";"3";"NORDESTE";"RN";"UERN";"FÍSICA";"MESTRADO";0,506367422567113;0,545454545454545
"186";"23002018005P3";"CIÊNCIAS AMBIENTAIS";"CAMB";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORDESTE";"RN";"UERN";"CIÊNCIAS NATURAIS";"MESTRADO";0,575772099069513;0,1875
"187";"23002018007P6";"MEDICINA II";"MEDII";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"3";"NORDESTE";"RN";"UERN";"SAÚDE E SOCIEDADE";"MESTRADO";0,507860020549427;0,1875
"188";"23002018009P9";"ENSINO";"ENSI";"ESTADUAL";"PÚBLICA";2014;"ACADÊMICO";"3";"NORDESTE";"RN";"UERN";"ENSINO";"MESTRADO";0,571656638198758;0,05
"189";"23003014016P1";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORDESTE";"RN";"UFERSA";"AMBIENTE, TECNOLOGIA E SOCIEDADE";"MESTRADO";0,568053647741148;0,0769230769230769
"190";"23003014018P4";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"4";"NORDESTE";"RN";"UFERSA";"MANEJO DE SOLO E ÁGUA";"MESTRADO/DOUTORADO";0,438688409391534;0,142857142857143
"191";"23003014072P9";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"4";"NORDESTE";"RN";"UFERSA";"COGNIÇÃO, TECNOLOGIAS E INSTITUIÇÕES";"MESTRADO";0,650787344994662;0,125
"192";"23004010003P3";"ENGENHARIAS II";"ENGII";"PARTICULAR";"PRIVADA";2011;"PROFISSIONAL";"3";"NORDESTE";"RN";"UNP";"ENGENHARIA DE PETRÓLEO E GÁS";"MESTRADO PROF.";0,667958471267295;0,75
"193";"23004010004P0";"BIOTECNOLOGIA";"BIOT";"PARTICULAR";"PRIVADA";2012;"PROFISSIONAL";"3";"NORDESTE";"RN";"UNP";"BIOTECNOLOGIA";"MESTRADO PROF.";0,764028159340659;4,5
"194";"23004010007P9";"BIOTECNOLOGIA";"BIOT";"PARTICULAR";"PRIVADA";2016;"ACADÊMICO";"3";"NORDESTE";"RN";"UNP";"BIOTECNOLOGIA";"MESTRADO";0,714468954248366;1,13333333333333
"195";"24004014005P9";"ENGENHARIAS I";"ENGI";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"4";"NORDESTE";"PB";"UEPB";"CIÊNCIA E TECNOLOGIA AMBIENTAL";"MESTRADO/DOUTORADO";0,576960784313726;0,0588235294117647
"196";"24004014009P4";"SAÚDE COLETIVA";"SCOL";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"3";"NORDESTE";"PB";"UEPB";"SAÚDE PÚBLICA";"MESTRADO";0,553976297726298;0,0625
