"";"NM_PROGRAMA_IES";"m_IMI";"m_IPT";"md_IMI";"md_IPT";"v_IMI";"v_IPT";"d_IMI";"d_IPT";"pc_IMI";"pc_IPT";"cor"
"623";"PROCESSOS TECNOLÓGICOS E AMBIENTAIS";0,701048916361416;1,07692307692308;0,701048916361416;1,07692307692308;NA;NA;NA;NA;NA;NA;NA
"624";"PRODUÇÃO AGRÍCOLA";0,53786528280614;0,142857142857143;0,53786528280614;0,142857142857143;NA;NA;NA;NA;NA;NA;NA
"625";"PRODUÇÃO ANIMAL";0,552748842592593;0,0833333333333333;0,552748842592593;0,0833333333333333;NA;NA;NA;NA;NA;NA;NA
"626";"PRODUÇÃO VEGETAL";0,413003358478051;0,164983164983165;0,427155507344326;0,133928571428571;0,00152267170769431;0,0128068937502559;0,0390214262642245;0,113167547248564;9,44821039906828;68,5933908833132;0,331480869547164
"627";"PRODUÇÃO VEGETAL E BIOPROCESSOS ASSOCIADOS";0,579675144926802;0,357142857142857;0,579675144926802;0,357142857142857;NA;NA;NA;NA;NA;NA;NA
"628";"PRODUTOS BIOATIVOS E BIOCIÊNCIAS";0,56844639023081;0,0869565217391304;0,56844639023081;0,0869565217391304;NA;NA;NA;NA;NA;NA;NA
"629";"PROGRAMA DE PÓS-GRADUAÇÃO EM ALIMENTAÇÃO E NUTRIÇÃO";0,549000870939461;0,25;0,549000870939461;0,25;NA;NA;NA;NA;NA;NA;NA
"630";"PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA ELÉTRICA E COMPUTAÇÃO";0,562855400947506;0,555555555555556;0,562855400947506;0,555555555555556;NA;NA;NA;NA;NA;NA;NA
"631";"PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA ELÉTRICA E DE TELECOMUNICAÇÕES";0,409540659241914;0,0833333333333333;0,409540659241914;0,0833333333333333;NA;NA;NA;NA;NA;NA;NA
"632";"PROGRAMA DE PÓS-GRADUAÇÃO EM ENSINO DE CIÊNCIAS E MATEMÁTICA";0,601102941176471;0,133333333333333;0,601102941176471;0,133333333333333;NA;NA;NA;NA;NA;NA;NA
"633";"PROJETOS EDUCACIONAIS DE CIÊNCIAS";0,75297619047619;0,214285714285714;0,75297619047619;0,214285714285714;NA;NA;NA;NA;NA;NA;NA
"634";"PROMOÇÃO DE SAÚDE";0,598724592401063;0,0769230769230769;0,598724592401063;0,0769230769230769;NA;NA;NA;NA;NA;NA;NA
"635";"PROMOÇÃO DE SAÚDE E PREVENÇÃO DA VIOLÊNCIA";0,483142268551717;0,0689655172413793;0,483142268551717;0,0689655172413793;NA;NA;NA;NA;NA;NA;NA
"636";"PSICANÁLISE, SAÚDE E SOCIEDADE";0,55465967140853;0,480769230769231;0,55465967140853;0,480769230769231;0,00017435425331649;0,0007396449704142;0,0132043270679157;0,027196414661021;2,3806178362281;5,65685424949238;-1
"637";"PSICOBIOLOGIA";0,440998802011226;0,0555555555555556;0,440998802011226;0,0555555555555556;NA;NA;NA;NA;NA;NA;NA
"638";"PSICOLOGIA";0,382029723985778;0,130671524765357;0,350313138295141;0,1;0,00411248427271772;0,0143180833027449;0,0641286540691267;0,119658193629793;16,7862996104235;91,5717436102928;0,146037688814561
"639";"PSICOLOGIA (PSICOLOGIA CLÍNICA)";0,423777533466641;0,138888888888889;0,423777533466641;0,138888888888889;0,0177560517039765;0,0138888888888889;0,133251835649557;0,117851130197758;31,4438178351534;84,8528137423857;1
"640";"PSICOLOGIA (PSICOLOGIA EXPERIMENTAL)";0,408928336156597;0,391304347826087;0,408928336156597;0,391304347826087;NA;NA;NA;NA;NA;NA;NA
"641";"PSICOLOGIA (PSICOLOGIA SOCIAL)";0,394629552211074;0,125;0,394629552211074;0,125;NA;NA;NA;NA;NA;NA;NA
"642";"PSICOLOGIA (TEORIA E PESQUISA DO COMPORTAMENTO)";0,331460546155993;0,363636363636364;0,331460546155993;0,363636363636364;NA;NA;NA;NA;NA;NA;NA
"643";"PSICOLOGIA ESCOLAR E DO DESENVOLVIMENTO HUMANO";0,300992697865643;0,0434782608695652;0,300992697865643;0,0434782608695652;NA;NA;NA;NA;NA;NA;NA
"644";"PSICOLOGIA EXPERIMENTAL: ANÁLISE DO COMPORTAMENTO";0,488888888888889;0,777777777777778;0,488888888888889;0,777777777777778;NA;NA;NA;NA;NA;NA;NA
"645";"PSICOLOGIA SOCIAL";0,461906723713917;0,125;0,461906723713917;0,125;NA;NA;NA;NA;NA;NA;NA
"646";"PSIQUIATRIA E PSICOLOGIA MÉDICA";0,38416466839261;0,0476190476190476;0,38416466839261;0,0476190476190476;NA;NA;NA;NA;NA;NA;NA
"647";"QUALIDADE AMBIENTAL";0,659359963356136;0,263157894736842;0,659359963356136;0,263157894736842;0,00920940791217512;0,0886426592797784;0,0959656600674175;0,297729171025915;14,5543656577134;113,137084989848;-1
"648";"QUIMICA";0,325990013538505;0,871647509578544;0,325990013538505;0,871647509578544;0,000152371709091309;0,329883589495163;0,0123438935952684;0,574354933377579;3,78658642370049;65,8930275215596;1
"649";"QUÍMICA";0,386035168233284;0,483832259936256;0,351598379443058;0,409090909090909;0,010540070643362;0,136938345181504;0,10266484619071;0,370051814184857;26,5946873857535;76,4834933151441;-0,121279703880746
"650";"QUÍMICA - CAMPUS CATALÃO";0,516208106884058;0,0666666666666667;0,516208106884058;0,0666666666666667;NA;NA;NA;NA;NA;NA;NA
"651";"QUÍMICA APLICADA";0,523698550091213;0,284584980237154;0,523698550091213;0,284584980237154;0,000177349488833633;0,0750207002140324;0,0133172628131171;0,273899069392418;2,54292527844457;96,2450896615023;1
"652";"QUÍMICA BIOLÓGICA";0,528999787061851;0,457167832167832;0,528999787061851;0,457167832167832;0,0313863040338901;0,302620238153455;0,177161801847605;0,550109296552471;33,4899571191871;120,329834656984;1
"653";"QUÍMICA DE PRODUTOS NATURAIS";0,404630235932757;0,0555555555555556;0,404630235932757;0,0555555555555556;NA;NA;NA;NA;NA;NA;NA
"654";"QUÍMICA E BIOTECNOLOGIA";0,402565865733758;0,925925925925926;0,402565865733758;0,925925925925926;NA;NA;NA;NA;NA;NA;NA
"655";"QUÍMICA MEDICINAL E MODELAGEM MOLECULAR";0,606769374416433;0,176470588235294;0,606769374416433;0,176470588235294;NA;NA;NA;NA;NA;NA;NA
"656";"QUIMICA TECNOLOGICA E AMBIENTAL";0,428228796000233;0,518518518518518;0,428228796000233;0,518518518518518;NA;NA;NA;NA;NA;NA;NA
"657";"RECURSOS AQUÁTICOS CONTINENTAIS AMAZÔNICOS";0,536887089518668;0,166666666666667;0,536887089518668;0,166666666666667;NA;NA;NA;NA;NA;NA;NA
"658";"RECURSOS GENÉTICOS VEGETAIS";0,520200593395253;0,117647058823529;0,520200593395253;0,117647058823529;NA;NA;NA;NA;NA;NA;NA
"659";"RECURSOS HÍDRICOS";0,58025493025493;0,216666666666667;0,58025493025493;0,216666666666667;0,00355589329991085;0,0272222222222222;0,059631311405258;0,164991582276861;10,276743599414;76,149961050859;-1
"660";"RECURSOS HIDRICOS E SANEAMENTO";0,453770145957646;0,1;0,453770145957646;0,1;NA;NA;NA;NA;NA;NA;NA
"661";"RECURSOS HÍDRICOS E SANEAMENTO AMBIENTAL";0,475693020429863;0,0416666666666667;0,475693020429863;0,0416666666666667;NA;NA;NA;NA;NA;NA;NA
"662";"RECURSOS HÍDRICOS EM SISTEMAS AGRÍCOLAS";0,45593998015873;0,4;0,45593998015873;0,4;NA;NA;NA;NA;NA;NA;NA
"663";"RECURSOS NATURAIS DA AMAZÔNIA";0,618936445701797;0,105263157894737;0,618936445701797;0,105263157894737;NA;NA;NA;NA;NA;NA;NA
"664";"RECURSOS NATURAIS DO CERRADO (RENAC)";0,536735251284915;0,210526315789474;0,536735251284915;0,210526315789474;NA;NA;NA;NA;NA;NA;NA
"665";"RECURSOS PESQUEIROS E AQUICULTURA";0,436737152801731;0,117647058823529;0,436737152801731;0,117647058823529;NA;NA;NA;NA;NA;NA;NA
"666";"RECURSOS PESQUEIROS E ENGENHARIA DE PESCA";0,450762480279468;0,0588235294117647;0,450762480279468;0,0588235294117647;NA;NA;NA;NA;NA;NA;NA
"667";"REPRODUÇÃO ANIMAL";0,286860388971055;0,133333333333333;0,286860388971055;0,133333333333333;NA;NA;NA;NA;NA;NA;NA
"668";"REPRODUÇÃO, SANIDADE E BEM-ESTAR ANIMAL";0,470231481481482;0,25;0,470231481481482;0,25;NA;NA;NA;NA;NA;NA;NA
"669";"SANEAMENTO, MEIO AMBIENTE E RECURSOS HÍDRICOS";0,437587196573564;0,0967741935483871;0,437587196573564;0,0967741935483871;NA;NA;NA;NA;NA;NA;NA
"670";"SANIDADE E PRODUÇÃO ANIMAL NOS TRÓPICOS";0,632738095238095;0,0833333333333333;0,632738095238095;0,0833333333333333;NA;NA;NA;NA;NA;NA;NA
"671";"SAÚDE";0,468602672106767;0,291666666666667;0,468602672106767;0,291666666666667;NA;NA;NA;NA;NA;NA;NA
"672";"SAUDE COLETIVA";0,515870421547599;0,0526315789473684;0,515870421547599;0,0526315789473684;NA;NA;NA;NA;NA;NA;NA
"673";"SAÚDE COLETIVA";0,541552641665404;0,108877584392952;0,554008010665507;0,0869565217391304;0,00933790461026552;0,00659357722479279;0,0966328340175611;0,0812008449758547;17,8436640472092;74,5799472210841;-0,0155450945792281
"674";"SAÚDE COLETIVA: POLÍTICAS E GESTÃO EM SAÚDE";0,461886836384552;0,0434782608695652;0,461886836384552;0,0434782608695652;NA;NA;NA;NA;NA;NA;NA
"675";"SAÚDE DA CRIANÇA E DO ADOLESCENTE";0,394358030441548;0,0722222222222222;0,394358030441548;0,0722222222222222;0,0000826843911932215;0,00302469135802469;0,00909309579808887;0,054997194092287;2,30579704130981;76,149961050859;-1
"676";"SAÚDE DA FAMÍLA";0,651975108225108;0,0909090909090909;0,651975108225108;0,0909090909090909;NA;NA;NA;NA;NA;NA;NA
"677";"SAÚDE DA MULHER";0,490243055555556;0,833333333333333;0,490243055555556;0,833333333333333;NA;NA;NA;NA;NA;NA;NA
"678";"SAUDE DO ADULTO E DA CRIANCA";0,517436869321342;2,08695652173913;0,517436869321342;2,08695652173913;NA;NA;NA;NA;NA;NA;NA
"679";"SAÚDE E AMBIENTE";0,656752971873908;1,06666666666667;0,656752971873908;1,06666666666667;0,000000106383135121329;1,50222222222222;0,000326164276280111;1,22565175405668;0,0496631595513712;114,904851942814;1
"680";"SAÚDE E DESENVOLVIMENTO HUMANO";0,619894909311385;0,166666666666667;0,619894909311385;0,166666666666667;NA;NA;NA;NA;NA;NA;NA
"681";"SAÚDE E DESENVOLVIMENTO NA REGIÃO CENTRO-OESTE";0,541447542421911;0,212121212121212;0,541447542421911;0,212121212121212;NA;NA;NA;NA;NA;NA;NA
"682";"SAÚDE E MEIO AMBIENTE";0,616489293085655;0,133333333333333;0,616489293085655;0,133333333333333;NA;NA;NA;NA;NA;NA;NA
"683";"SAÚDE E NUTRIÇÃO";0,464895738399028;0,136363636363636;0,464895738399028;0,136363636363636;NA;NA;NA;NA;NA;NA;NA
"684";"SAÚDE E SOCIEDADE";0,507860020549427;0,1875;0,507860020549427;0,1875;NA;NA;NA;NA;NA;NA;NA
"685";"SAÚDE HUMANA E MEIO AMBIENTE";0,559127438160619;2,21052631578947;0,559127438160619;2,21052631578947;NA;NA;NA;NA;NA;NA;NA
"686";"SAÚDE MATERNO INFANTIL";0,492474747474747;0,0666666666666667;0,492474747474747;0,0666666666666667;NA;NA;NA;NA;NA;NA;NA
"687";"SAÚDE PÚBLICA";0,50885155455468;0,122159090909091;0,50885155455468;0,122159090909091;0,004072484892609;0,00711841425619835;0,0638160237919052;0,0843706954824858;12,5411867607938;69,0662437438023;-1
"688";"SAÚDE, AMBIENTE E SOCIEDADE NA AMAZÔNIA";0,624999390035622;0,0833333333333333;0,624999390035622;0,0833333333333333;NA;NA;NA;NA;NA;NA;NA
"689";"SAÚDE, AMBIENTE E TRABALHO";0,517086557690636;0,357142857142857;0,517086557690636;0,357142857142857;NA;NA;NA;NA;NA;NA;NA
"690";"SAÚDE, INTERDISCIPLINARIDADE E REABILITAÇÃO";0,523205245834051;0,0476190476190476;0,523205245834051;0,0476190476190476;NA;NA;NA;NA;NA;NA;NA
"691";"SEGURANÇA PÚBLICA";0,599961539258414;0,25;0,599961539258414;0,25;NA;NA;NA;NA;NA;NA;NA
"692";"SEGURANÇA PÚBLICA, JUSTIÇA E CIDADANIA";0,568515685166227;0,227272727272727;0,568515685166227;0,227272727272727;NA;NA;NA;NA;NA;NA;NA
"693";"SENSORIAMENTO REMOTO";0,532248006085215;0,0476190476190476;0,532248006085215;0,0476190476190476;NA;NA;NA;NA;NA;NA;NA
"694";"SERVIÇO SOCIAL";0,460385875399462;0,116666666666667;0,460385875399462;0,116666666666667;0,0426334498620158;0,000555555555555555;0,206478691060399;0,0235702260395516;44,8490499151921;20,2030508910442;-1
"695";"SISTEMAS COSTEIROS E OCEÂNICOS";0,478669131794132;0,0625;0,478669131794132;0,0625;NA;NA;NA;NA;NA;NA;NA
"696";"SISTEMAS DE GESTÃO";0,679305029855949;0,290322580645161;0,679305029855949;0,290322580645161;NA;NA;NA;NA;NA;NA;NA
"697";"SISTEMAS DE GESTÃO SUSTENTÁVEIS";0,629055775142732;0,0909090909090909;0,629055775142732;0,0909090909090909;NA;NA;NA;NA;NA;NA;NA
"698";"SISTEMAS DE INFORMAÇÃO";0,452781491384433;2,41666666666667;0,452781491384433;2,41666666666667;NA;NA;NA;NA;NA;NA;NA
"699";"SISTEMAS DE INFORMAÇÃO E GESTÃO DO CONHECIMENTO";0,780797325574291;0,363636363636364;0,780797325574291;0,363636363636364;0,00234742566745038;0,0165289256198347;0,0484502390855853;0,128564869306645;6,20522605529536;35,3553390593274;-1
"700";"SISTEMAS DE INFRAESTRUTURA URBANA";0,564822104978355;0,25;0,564822104978355;0,25;NA;NA;NA;NA;NA;NA;NA
"701";"SISTEMAS DE PRODUÇÃO AGRÍCOLA FAMILIAR";0,541285403050109;0,5625;0,541285403050109;0,5625;NA;NA;NA;NA;NA;NA;NA
"702";"SISTEMAS DE PRODUÇÃO NA AGROPECUÁRIA";0,543126005092469;0,25;0,543126005092469;0,25;NA;NA;NA;NA;NA;NA;NA
"703";"SISTEMAS E COMPUTAÇÃO";0,489554734527007;0,173400673400673;0,489554734527007;0,173400673400673;0,015365067515661;0,0197315466675736;0,123955909563284;0,140469023872075;25,3201329332554;81,0083496893326;1
"704";"SISTEMAS E PROCESSOS INDUSTRIAIS";0,618642967695387;1,27272727272727;0,618642967695387;1,27272727272727;NA;NA;NA;NA;NA;NA;NA
"705";"SISTEMAS MECATRÔNICOS";0,563864123064511;1,52631578947368;0,563864123064511;1,52631578947368;NA;NA;NA;NA;NA;NA;NA
"706";"SISTEMÁTICA E EVOLUÇÃO";0,412575483091787;0,0666666666666667;0,412575483091787;0,0666666666666667;NA;NA;NA;NA;NA;NA;NA
"707";"SOCIEDADE, NATUREZA E DESENVOLVIMENTO";0,636866471734893;0,0526315789473684;0,636866471734893;0,0526315789473684;NA;NA;NA;NA;NA;NA;NA
"708";"SOCIOBIODIVERSIDADE E TECNOLOGIAS SUSTENTÁVEIS";0,744357174688057;0,0666666666666667;0,744357174688057;0,0666666666666667;NA;NA;NA;NA;NA;NA;NA
"709";"SOCIOLOGIA";0,388197572572573;0,0625;0,388197572572573;0,0625;NA;NA;NA;NA;NA;NA;NA
"710";"SOCIOLOGIA E DIREITO";0,404081200552634;0,0333333333333333;0,404081200552634;0,0333333333333333;NA;NA;NA;NA;NA;NA;NA
"711";"SUSTENTABILIDADE DE ECOSSISTEMAS COSTEIROS E MARINHOS";0,621318101832808;0,461538461538462;0,621318101832808;0,461538461538462;NA;NA;NA;NA;NA;NA;NA
"712";"SUSTENTABILIDADE NA GESTÃO AMBIENTAL";0,614294071361715;0,214285714285714;0,614294071361715;0,214285714285714;NA;NA;NA;NA;NA;NA;NA
"713";"TECNOLOGIA AMBIENTAL";0,661851663606722;0,317982456140351;0,661851663606722;0,317982456140351;0,0000328894837439756;0,140822176054171;0,00573493537400166;0,375262809313913;0,866498596188376;118,013683480789;-1
"714";"TECNOLOGIA AMBIENTAL E RECURSOS HÍDRICOS";0,474937747186388;0,272727272727273;0,474937747186388;0,272727272727273;NA;NA;NA;NA;NA;NA;NA
"715";"TECNOLOGIA BIOQUÍMICO-FARMACÊUTICA";0,599103688298062;0,461538461538462;0,599103688298062;0,461538461538462;NA;NA;NA;NA;NA;NA;NA
"716";"TECNOLOGIA DE ALIMENTOS";0,479367954244311;0,448260073260073;0,507337168040293;0,142857142857143;0,00741496619650754;0,296492598518697;0,0861101979820482;0,544511339201212;17,9632779412205;121,47219252456;-0,975445570686258
"717";"TECNOLOGIA DE CELULOSE E PAPEL";0,65515350877193;0,8;0,65515350877193;0,8;NA;NA;NA;NA;NA;NA;NA
"718";"TECNOLOGIA DE MATERIAIS E PROCESSOS INDUSTRIAIS";0,744481646825397;1,64285714285714;0,744481646825397;1,64285714285714;NA;NA;NA;NA;NA;NA;NA
"719";"TECNOLOGIA DE PROCESSOS QUÍMICOS E BIOQUÍMICOS";0,307688148524503;0,404761904761905;0,307688148524503;0,404761904761905;NA;NA;NA;NA;NA;NA;NA
"720";"TECNOLOGIA E GESTÃO DA INOVAÇÃO";0,633674304418985;0,0769230769230769;0,633674304418985;0,0769230769230769;NA;NA;NA;NA;NA;NA;NA
"721";"TECNOLOGIA E GESTÃO EM EDUCAÇÃO A DISTÂNCIA";0,629180021367521;0,2;0,629180021367521;0,2;NA;NA;NA;NA;NA;NA;NA
"722";"TECNOLOGIA E SOCIEDADE";0,614501112686597;0,0384615384615385;0,614501112686597;0,0384615384615385;NA;NA;NA;NA;NA;NA;NA
"723";"TECNOLOGIA EM SAÚDE";0,625858516483516;2,69230769230769;0,625858516483516;2,69230769230769;NA;NA;NA;NA;NA;NA;NA
"724";"TECNOLOGIA NUCLEAR";0,423038750717372;0,768292682926829;0,423038750717372;0,768292682926829;NA;NA;NA;NA;NA;NA;NA
"725";"TECNOLOGIA, AMBIENTE E SOCIEDADE";0,78751982481771;0,148148148148148;0,78751982481771;0,148148148148148;NA;NA;NA;NA;NA;NA;NA
"726";"TECNOLOGIAS AMBIENTAIS";0,69805850867308;0,254807692307692;0,69805850867308;0,254807692307692;0,00184120573854069;0,033700073964497;0,0429092733396954;0,183575798961892;6,14694510654421;72,0448418567426;1
"727";"TECNOLOGIAS COMPUTACIONAIS PARA O AGRONEGÓCIO";0,92177940845704;0,230769230769231;0,92177940845704;0,230769230769231;NA;NA;NA;NA;NA;NA;NA
"728";"TECNOLOGIAS DA INFORMAÇÃO E COMUNICAÇÃO";0,611494298384542;0,466666666666667;0,611494298384542;0,466666666666667;NA;NA;NA;NA;NA;NA;NA
"729";"TECNOLOGIAS E INOVAÇÕES AMBIENTAIS";0,693250487329435;0,222222222222222;0,693250487329435;0,222222222222222;NA;NA;NA;NA;NA;NA;NA
"730";"TECNOLOGIAS EDUCACIONAIS EM REDE";0,696187885802469;0,65;0,696187885802469;0,65;NA;NA;NA;NA;NA;NA;NA
"731";"TECNOLOGIAS ENERGÉTICAS NUCLEARES";0,505964364912632;0,588235294117647;0,505964364912632;0,588235294117647;NA;NA;NA;NA;NA;NA;NA
"732";"TECNOLOGIAS PARA O DESENVOLVIMENTO SUSTENTÁVEL";0,736249286751738;0,235294117647059;0,736249286751738;0,235294117647059;NA;NA;NA;NA;NA;NA;NA
"733";"TECNOLOGIAS QUÍMICA E BIOLÓGICA";0,522389443212614;0,56;0,522389443212614;0,56;NA;NA;NA;NA;NA;NA;NA
"734";"TECNOLOGIAS, COMUNICAÇÃO E EDUCAÇÃO";0,579714458247067;0,05;0,579714458247067;0,05;NA;NA;NA;NA;NA;NA;NA
"735";"TRABALHO, SAÚDE E AMBIENTE";0,626687945709685;0,0555555555555556;0,626687945709685;0,0555555555555556;NA;NA;NA;NA;NA;NA;NA
"736";"URBANISMO";0,412373862634279;0,4;0,412373862634279;0,4;NA;NA;NA;NA;NA;NA;NA
"737";"VETERINÁRIA";0,334482123980671;0,954545454545455;0,334482123980671;0,954545454545455;NA;NA;NA;NA;NA;NA;NA
"738";"ZOOLOGIA";0,412508231429847;0,0484322218589953;0,407408816496093;0,0488095238095238;0,00346149847976835;0,0000150985033614638;0,0588345007607641;0,0038856792664171;14,2626246649262;8,02292176008319;0,441238758170636
"739";"ZOOTECNIA";0,408198786213136;0,230463715850713;0,419277836134454;0,0769230769230769;0,00681468299570507;0,108088783199784;0,0825510932435487;0,328768586090252;20,2232578909349;142,655248300873;-0,0334171778215755
