"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"SG_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"NM_REGIAO";"SG_UF_PROGRAMA";"SG_ENTIDADE_ENSINO";"NM_PROGRAMA_IES";"NM_GRAU_PROGRAMA";"FCDo";"FCDi";"CC";"CP";"IMI"
"85";"15001016045P6";"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"PSICOLOGIA";"MESTRADO/DOUTORADO";0,666666666666667;0,222222222222222;0,676225490196078;0,485;0,512528594771242
"86";"15001016046P2";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"CIÊNCIAS AMBIENTAIS";"MESTRADO/DOUTORADO";0,649122807017544;0,46551724137931;0,636928104575163;0,475724637681159;0,556823197663294
"87";"15001016047P9";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"CIÊNCIA DA COMPUTAÇÃO";"MESTRADO/DOUTORADO";0,366666666666667;0,410526315789474;0,709523809523809;0,354545454545455;0,460315561631351
"88";"15001016049P1";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"CIÊNCIAS FARMACÊUTICAS";"MESTRADO";0,470588235294118;0,553191489361702;0,614285714285714;0,531818181818182;0,542470905189929
"89";"15001016050P0";"ECONOMIA";"ECON";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"ECONOMIA";"MESTRADO/DOUTORADO";0,5;0,509433962264151;0,588888888888889;0,393333333333333;0,497914046121593
"90";"15001016051P6";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"ENGENHARIA DE RECURSOS NATURAIS DA AMAZÔNIA";"DOUTORADO";0,520833333333333;0,264705882352941;0,403333333333333;0,415196078431373;0,401017156862745
"91";"15001016052P2";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"ECOLOGIA AQUÁTICA E PESCA";"MESTRADO/DOUTORADO";0,578947368421053;0,3125;0,579021879021879;0,455555555555556;0,481506200749622
"92";"15001016053P9";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"CPOL";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"CIÊNCIA POLÍTICA";"MESTRADO";0,555555555555556;0,653061224489796;0,6;0,496794871794872;0,576352912960056
"93";"15001016055P1";"ARTES / MÚSICA";"ARTE";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"ARTES";"MESTRADO/DOUTORADO";0,685185185185185;0,49438202247191;0,798888888888889;0,351893939393939;0,582587508984981
"94";"15001016057P4";"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"SAÚDE ANIMAL NA AMAZÔNIA";"MESTRADO/DOUTORADO";0,404761904761905;0,642857142857143;0,467194385944386;0,474122807017544;0,497234060145244
"95";"15001016059P7";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2008;"PROFISSIONAL";"4";"NORTE";"PA";"UFPA";"GESTAO DOS RECURSOS NATURAIS E DESENVOLVIMENTO LOCAL NA AMAZONIA";"MESTRADO PROF.";0,844444444444444;0,609195402298851;0,619588122605364;0,508333333333333;0,645390325670498
"96";"15001016060P5";"ANTROPOLOGIA / ARQUEOLOGIA";"ANTR";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"ANTROPOLOGIA";"MESTRADO/DOUTORADO";0,62962962962963;0,513513513513513;0,625409069658719;0,427083333333333;0,548908886533799
"97";"15001016062P8";"COMUNICAÇÃO E INFORMAÇÃO";"31";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"COMUNICAÇÃO, CULTURA E AMAZÔNIA";"MESTRADO";0,777777777777778;0,277777777777778;0,565416666666667;0,439814814814815;0,515196759259259
"98";"15001016063P4";"ARQUITETURA, URBANISMO E DESIGN";"ARQU";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"ARQUITETURA E URBANISMO";"MESTRADO";0,666666666666667;0,347826086956522;0,578787120453787;0,398076923076923;0,497839199288475
"99";"15001016064P0";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"NORTE";"PA";"UFPA";"SAÚDE NA AMAZÔNIA";"MESTRADO PROF.";0,449275362318841;0,283783783783784;0,691919191919192;0,520138888888889;0,486279306727676
"100";"15001016065P7";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"NORTE";"PA";"UFPA";"SEGURANÇA PUBLICA";"MESTRADO PROF.";0,6;0,58;0,688020833333333;0,442083333333333;0,577526041666667
"101";"15001016066P3";"ENFERMAGEM";"ENFE";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"ENFERMAGEM";"MESTRADO";0,416666666666667;0,386363636363636;1,02777777777778;0,463095238095238;0,57347582972583
"102";"15001016067P0";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"LINGUAGENS E SABERES NA AMAZÔNIA";"MESTRADO";0,53030303030303;0,409090909090909;0,720238095238095;0,558333333333333;0,554491341991342
"103";"15001016068P6";"BIOTECNOLOGIA";"BIOT";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"BIOTECNOLOGIA";"MESTRADO/DOUTORADO";0,574074074074074;0,548387096774194;0,596341977651276;0,430434782608696;0,53730948277706
"104";"15001016070P0";"FILOSOFIA";"FILO";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"FILOSOFIA";"MESTRADO";0,296296296296296;0,733333333333333;1,08333333333333;0,516025641025641;0,657247150997151
"105";"15001016071P7";"MEDICINA I";"MEDI";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"ONCOLOGIA E CIÊNCIAS MÉDICAS";"MESTRADO/DOUTORADO";0,46969696969697;0,379310344827586;0,535974836963209;0,455128205128205;0,460027589153992
"106";"15001016072P3";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"3";"NORTE";"PA";"UFPA";"ENGENHARIA INDUSTRIAL";"MESTRADO PROF.";0,533333333333333;0,567164179104478;0,610119047619048;0,511666666666667;0,555570806680881
"107";"15001016073P0";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"3";"NORTE";"PA";"UFPA";"GESTÃO PÚBLICA";"MESTRADO PROF.";0,833333333333333;0,625;0,855263157894737;0,47156862745098;0,696291279669763
"108";"15001016075P2";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"NORTE";"PA";"UFPA";"ENGENHARIA DE PROCESSOS";"MESTRADO PROF.";0,470588235294118;0,324909747292419;0,552393162393162;0,507142857142857;0,463758500530639
"109";"15001016076P9";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"3";"NORTE";"PA";"UFPA";"CIÊNCIAS E MEIO AMBIENTE";"MESTRADO PROF.";0,452380952380952;0,385093167701863;0,787222222222222;0,532017543859649;0,539178471541172
"110";"15001016077P5";"CIÊNCIAS BIOLÓGICAS I";"CBI";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"4";"NORTE";"PA";"UFPA";"ANÁLISES CLÍNICAS";"MESTRADO PROF.";0,433333333333333;0,703703703703704;0,6;0,538194444444444;0,56880787037037
"111";"15001016078P1";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"4";"NORTE";"PA";"UFPA";"DOCÊNCIA EM EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICAS";"MESTRADO PROF.";0,449275362318841;0,53030303030303;0,646759259259259;0,5475;0,543459412970283
"112";"15001016079P8";"SAÚDE COLETIVA";"SCOL";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"SAÚDE, AMBIENTE E SOCIEDADE NA AMAZÔNIA";"MESTRADO";0,861111111111111;0,46969696969697;0,72752281266774;0,441666666666667;0,624999390035622
"113";"15001016080P6";"GEOCIÊNCIAS";"GEOC";"FEDERAL";"PÚBLICA";2015;"PROFISSIONAL";"3";"NORTE";"PA";"UFPA";"RECURSOS HÍDRICOS";"MESTRADO PROF.";0,733333333333333;0,7;0,625;0,431349206349206;0,622420634920635
"114";"15001016081P2";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"BIODIVERSIDADE E CONSERVAÇÃO";"MESTRADO";0,645833333333333;0,583333333333333;0,744047619047619;0,413888888888889;0,596775793650794
"115";"15001016082P9";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"EDUCAÇÃO E CULTURA";"MESTRADO";0,470588235294118;0,378048780487805;1,22115384615385;0,451315789473684;0,630276662852363
"116";"15001016084P1";"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"NEUROCIÊNCIAS E COMPORTAMENTO";"MESTRADO";0,458333333333333;0,585365853658537;0,581632653061224;0,502777777777778;0,532027404457718
"117";"15001016085P8";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"ENGENHARIA NAVAL";"MESTRADO";0,6;0,694444444444444;1;0,447727272727273;0,685542929292929
"118";"15001016086P4";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"QUÍMICA MEDICINAL E MODELAGEM MOLECULAR";"MESTRADO";0,392156862745098;0,821428571428571;0,66468253968254;0,548809523809524;0,606769374416433
"119";"15001016089P3";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"CURRÍCULO E GESTÃO DA ESCOLA BÁSICA";"MESTRADO";0,46969696969697;0,387096774193548;0,844097222222222;0,405128205128205;0,526504792810236
"120";"15001016091P8";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"ENGENHARIA DE INFRAESTRUTURA E DESENVOLVIMENTO ENERGÉTICO";"MESTRADO";0,619047619047619;0,524590163934426;0,651098901098901;0,430555555555556;0,556323059909126
"121";"15002012001P5";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"4";"NORTE";"PA";"UFRA";"AGRONOMIA";"MESTRADO/DOUTORADO";0,425925925925926;0,285714285714286;0,458360171765969;0,400416666666667;0,392604262518212
"122";"15002012005P0";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORTE";"PA";"UFRA";"AQUICULTURA E RECURSOS AQUÁTICOS TROPICAIS";"MESTRADO";0,666666666666667;0,684210526315789;0,647321428571429;0,413461538461538;0,602915040003856
"123";"15002012006P7";"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORTE";"PA";"UFRA";"SAÚDE E PRODUÇÃO ANIMAL NA AMAZÔNIA";"MESTRADO/DOUTORADO";0,462962962962963;0,15;0,376515151515152;0,421969696969697;0,352861952861953
"124";"15002012007P3";"BIOTECNOLOGIA";"BIOT";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"NORTE";"PA";"UFRA";"BIOTECNOLOGIA APLICADA À AGROPECUÁRIA";"MESTRADO";0,696969696969697;0,823529411764706;0,601923076923077;0,469444444444444;0,647966657525481
"125";"15002012008P0";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"4";"NORTE";"PA";"UFRA";"CIÊNCIAS FLORESTAIS";"MESTRADO/DOUTORADO";0,611111111111111;0,14;0,66456228956229;0,349404761904762;0,441269540644541
"126";"15004015004P7";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLUR";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"3";"NORTE";"PA";"UNAMA";"DESENVOLVIMENTO E MEIO AMBIENTE URBANO";"MESTRADO";0,925925925925926;1;0,980769230769231;0,419166666666667;0,831465455840456
"127";"15004015005P3";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"PARTICULAR";"PRIVADA";2009;"ACADÊMICO";"4";"NORTE";"PA";"UNAMA";"ADMINISTRAÇÃO";"MESTRADO/DOUTORADO";0,805555555555555;0,434782608695652;0,663898273273273;0,371111111111111;0,568836887158898
"128";"15004015006P0";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";2009;"ACADÊMICO";"3";"NORTE";"PA";"UNAMA";"COMUNICAÇÃO, LINGUAGENS E CULTURA";"MESTRADO/DOUTORADO";0,787878787878788;0,518518518518518;0,558333333333333;0,536111111111111;0,600210437710438
"129";"15004015007P6";"DIREITO";"DIRE";"PARTICULAR";"PRIVADA";2014;"ACADÊMICO";"3";"NORTE";"PA";"UNAMA";"DIREITOS FUNDAMENTAIS";"MESTRADO";0,366666666666667;0,328947368421053;0,624242424242424;0,402777777777778;0,43065855927698
"130";"15006018001P0";"EDUCAÇÃO";"EDUC";"ESTADUAL";"PÚBLICA";2005;"ACADÊMICO";"3";"NORTE";"PA";"UEPA";"EDUCAÇÃO";"MESTRADO";0,529411764705882;0,322222222222222;0,709146646646647;0,399537037037037;0,490079417652947
"131";"15006018002P7";"CIÊNCIAS BIOLÓGICAS III";"CBIII";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"4";"NORTE";"PA";"UEPA";"BIOLOGIA PARASITÁRIA NA AMAZÔNIA";"MESTRADO/DOUTORADO";0,533333333333333;0,36734693877551;0,496996336996337;0,570277777777778;0,49198859672074
"132";"15006018005P6";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORTE";"PA";"UEPA";"CIÊNCIAS AMBIENTAIS";"MESTRADO";0,833333333333333;0,857142857142857;0,722222222222222;0,518055555555556;0,732688492063492
"133";"15006018006P2";"ENSINO";"ENSI";"ESTADUAL";"PÚBLICA";2012;"PROFISSIONAL";"3";"NORTE";"PA";"UEPA";"ENSINO EM SAÚDE NA AMAZÔNIA";"MESTRADO PROF.";0,733333333333333;0,392857142857143;0,875;0,47037037037037;0,617890211640212
"134";"15006018007P9";"MEDICINA III";"MEDIII";"ESTADUAL";"PÚBLICA";2014;"PROFISSIONAL";"3";"NORTE";"PA";"UEPA";"CIRURGIA E PESQUISA EXPERIMENTAL";"MESTRADO PROF.";0,595238095238095;0,26984126984127;0,712698412698413;0,471428571428571;0,512301587301587
"135";"15010015001P4";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"NORTE";"PA";"UFOPA";"RECURSOS AQUÁTICOS CONTINENTAIS AMAZÔNICOS";"MESTRADO";0,527777777777778;0,578947368421053;0,490384615384615;0,550438596491228;0,536887089518668
"136";"15010015002P0";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";"NORTE";"PA";"UFOPA";"RECURSOS NATURAIS DA AMAZÔNIA";"MESTRADO";0,649122807017544;0,78;0,530573593073593;0,516049382716049;0,618936445701797
"137";"15010015003P7";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"4";"NORTE";"PA";"UFOPA";"SOCIEDADE, NATUREZA E DESENVOLVIMENTO";"DOUTORADO";0,87719298245614;0,543859649122807;0,64554905782976;0,480864197530864;0,636866471734893
"138";"15010015004P3";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"NORTE";"PA";"UFOPA";"BIOCIÊNCIAS";"MESTRADO";0,754385964912281;0,516666666666667;0,561111111111111;0,478703703703704;0,577716861598441
"139";"15010015005P0";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"NORTE";"PA";"UFOPA";"EDUCAÇÃO";"MESTRADO";0,511111111111111;0,449275362318841;0,826315789473684;0,536842105263158;0,580886092041698
"140";"15025012001P8";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"NORTE";"PA";"UNIFESSPA";"DINÂMICAS TERRITORIAIS E SOCIEDADE NA AMAZÔNIA";"MESTRADO";0,714285714285714;0,846153846153846;0,679054054054054;0,497916666666667;0,68435257029007
"141";"15027007039P2";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"4";"NORTE";"PA";"MPEG";"BIODIVERSIDADE E EVOLUÇÃO";"MESTRADO/DOUTORADO";0,4;0,333333333333333;0,584375;0,363235294117647;0,420235906862745
"142";"16003012001P4";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";"NORTE";"TO";"UFT";"CIÊNCIAS DO AMBIENTE";"MESTRADO/DOUTORADO";0,627450980392157;0,532258064516129;0,509285714285714;0,392333333333333;0,515332023131833
"143";"16003012002P0";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"NORTE";"TO";"UFT";"CIÊNCIA ANIMAL TROPICAL";"MESTRADO/DOUTORADO";0,384615384615385;0,166666666666667;0,451410256410256;0,3625;0,341298076923077
"144";"16003012003P7";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"NORTE";"TO";"UFT";"PRODUÇÃO VEGETAL";"MESTRADO/DOUTORADO";0,458333333333333;0,46;0,451633444075305;0,383333333333333;0,438325027685493
"145";"16003012004P3";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLUR";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"NORTE";"TO";"UFT";"DESENVOLVIMENTO REGIONAL";"MESTRADO/DOUTORADO";0,75;0,659574468085106;0,641065062388592;0,523412698412698;0,643513057221599
"146";"16003012005P0";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";"NORTE";"TO";"UFT";"AGROENERGIA";"MESTRADO";0,8;0,636363636363636;0,625;0,359375;0,605184659090909
"147";"16003012006P6";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";"NORTE";"TO";"UFT";"BIODIVERSIDADE, ECOLOGIA E CONSERVAÇÃO.";"MESTRADO";0,611111111111111;0,65625;0,685461956521739;0,507212885154062;0,615008988196728
"148";"16003012007P2";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2007;"PROFISSIONAL";"3";"NORTE";"TO";"UFT";"CIÊNCIAS DA SAÚDE";"MESTRADO PROF.";0,897435897435897;0,490196078431373;0,667763157894737;0,604487179487179;0,664970578312297
"149";"16003012008P9";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";"NORTE";"TO";"UFT";"LETRAS:ENSINO DE LÍNGUA E LITERATURA";"MESTRADO/DOUTORADO";0,491228070175439;0,195652173913043;0,650396825396825;0,510714285714286;0,461997838799898
"150";"16003012009P5";"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORTE";"TO";"UFT";"GEOGRAFIA";"MESTRADO";0,375;0,666666666666667;0,548611111111111;0,429166666666667;0,504861111111111
"151";"16003012010P3";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"NORTE";"TO";"UFT";"ENGENHARIA AMBIENTAL";"MESTRADO PROF.";0,925925925925926;0,67741935483871;0,9;0,492361111111111;0,748926597968937
"152";"16003012012P6";"CIÊNCIA DE ALIMENTOS";"CALIM";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"NORTE";"TO";"UFT";"CIÊNCIA E TECNOLOGIA DE ALIMENTOS";"MESTRADO";0,769230769230769;0,673913043478261;0,85;0,503125;0,699067203177258
"153";"16003012013P2";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"NORTE";"TO";"UFT";"EDUCAÇAO";"MESTRADO";0,666666666666667;0,558823529411765;1,04761904761905;0,355555555555556;0,657166199813259
"154";"16003012014P9";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"3";"NORTE";"TO";"UFT";"MODELAGEM COMPUTACIONAL DE SISTEMAS";"MESTRADO PROF.";0,666666666666667;0,660714285714286;0,73495670995671;0,430952380952381;0,623322510822511
"155";"16003012015P5";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"NORTE";"TO";"UFT";"PRESTAÇÃO JURISDICIONAL E DIREITOS HUMANOS";"MESTRADO PROF.";0,564102564102564;0,46031746031746;0,612605042016807;0,406862745098039;0,510971952883718
"156";"16003012016P1";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"NORTE";"TO";"UFT";"CIÊNCIAS FLORESTAIS E AMBIENTAIS";"MESTRADO";0,666666666666667;0,676470588235294;0,531746031746032;0,423076923076923;0,574490052431229
"157";"16003012017P8";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLUR";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"NORTE";"TO";"UFT";"GESTÃO DE POLÍTICAS PÚBLICAS";"MESTRADO PROF.";0,714285714285714;0,441176470588235;0,701923076923077;0,470175438596491;0,581890175098379
"158";"16003012156P8";"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"NORTE";"TO";"UFT";"SANIDADE ANIMAL E SAÚDE PÚBLICA NOS TRÓPICOS";"MESTRADO";0,452380952380952;0,611111111111111;0,580368906455863;0,530882352941176;0,543685830722276
"159";"16003012158P0";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"NORTE";"TO";"UFT";"ESTUDOS DE CULTURA E TERRITÓRIO";"MESTRADO";0,476190476190476;0,648148148148148;0,813415750915751;0,460964912280702;0,599679821883769
"160";"16003012159P7";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"NORTE";"TO";"UFT";"LETRAS";"MESTRADO";0,607142857142857;0,425287356321839;0,666224747474747;0,461781609195402;0,540109142533711
"161";"16003012161P1";"COMUNICAÇÃO E INFORMAÇÃO";"31";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"NORTE";"TO";"UFT";"COMUNICAÇÃO E SOCIEDADE";"MESTRADO";0,766666666666667;0,604651162790698;0,783823529411765;0,503846153846154;0,664746878178821
"162";"20001010003P6";"SERVIÇO SOCIAL";"SSOC";"FEDERAL";"PÚBLICA";1993;"ACADÊMICO";"6";"NORDESTE";"MA";"UFMA";"POLÍTICAS PÚBLICAS";"MESTRADO/DOUTORADO";0,55;0,694444444444444;0,611442080378251;0,41358024691358;0,567366692934069
"163";"20001010004P2";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"3";"NORDESTE";"MA";"UFMA";"QUÍMICA";"MESTRADO";0,377777777777778;0,581395348837209;0,511904761904762;0,365740740740741;0,459204657315122
"164";"20001010005P9";"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"4";"NORDESTE";"MA";"UFMA";"ENGENHARIA DE ELETRICIDADE";"MESTRADO/DOUTORADO";0,395833333333333;0,590909090909091;0,527777777777778;0,5;0,50363005050505
"165";"20001010006P5";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"3";"NORDESTE";"MA";"UFMA";"SAÚDE E AMBIENTE";"MESTRADO";0,711111111111111;0,702702702702703;0,574117647058824;0,638157894736842;0,65652233890237
"166";"20001010008P8";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"3";"NORDESTE";"MA";"UFMA";"EDUCAÇÃO";"MESTRADO";0,411764705882353;0,328571428571429;0,440689792663477;0,444736842105263;0,40644069230563
"167";"20001010009P4";"MEDICINA I";"MEDI";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";"NORDESTE";"MA";"UFMA";"CIÊNCIAS DA SAÚDE";"MESTRADO/DOUTORADO";0,548387096774194;0,234375;0,510176282051282;0,534302325581395;0,456810176101718
"168";"20001010011P9";"SOCIOLOGIA";"SOCI";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";"NORDESTE";"MA";"UFMA";"CIÊNCIAS SOCIAIS";"MESTRADO/DOUTORADO";0,622222222222222;0,542857142857143;0,5875;0,387698412698413;0,535069444444444
"169";"20001010012P5";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"3";"NORDESTE";"MA";"UFMA";"BIODIVERSIDADE E CONSERVAÇÃO";"MESTRADO";0,759259259259259;0,580645161290323;0,481182795698925;0,471014492753623;0,573025427250532
"170";"20001010013P1";"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";"NORDESTE";"MA";"UFMA";"FÍSICA";"MESTRADO/DOUTORADO";0,138888888888889;0,4;0,302828324775999;0,508333333333333;0,337512636749555
"171";"20001010014P8";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"3";"NORDESTE";"MA";"UFMA";"SAUDE DO ADULTO E DA CRIANCA";"MESTRADO";0,623188405797101;0,40506329113924;0,544656699889258;0,49683908045977;0,517436869321342
"172";"20001010015P4";"SAÚDE COLETIVA";"SCOL";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"NORDESTE";"MA";"UFMA";"SAÚDE COLETIVA";"MESTRADO/DOUTORADO";0,638888888888889;0,264705882352941;0,315333251654006;0,532894736842105;0,437955689934485
