"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"SG_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"NM_REGIAO";"SG_UF_PROGRAMA";"SG_ENTIDADE_ENSINO";"NM_PROGRAMA_IES";"NM_GRAU_PROGRAMA";"QFGDi";"QDP";"DFGDi";"FCDi"
"20";"11001011071P6";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"NORTE";"AC";"UFAC";"CIÊNCIA FLORESTAL";"MESTRADO";16;26;0,615384615384615;0,615384615384615
"21";"12001015001P0";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";1987;"ACADÊMICO";"4";"NORTE";"AM";"UFAM";"EDUCAÇÃO";"MESTRADO/DOUTORADO";19;69;0,27536231884058;0,27536231884058
"22";"12001015002P7";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";1987;"ACADÊMICO";"4";"NORTE";"AM";"UFAM";"QUÍMICA";"MESTRADO/DOUTORADO";11;63;0,174603174603175;0,174603174603175
"23";"12001015003P3";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"4";"NORTE";"AM";"UFAM";"AGRONOMIA TROPICAL";"MESTRADO/DOUTORADO";10;32;0,3125;0,3125
"24";"12001015006P2";"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"FÍSICA";"MESTRADO/DOUTORADO";11;19;0,578947368421053;0,578947368421053
"25";"12001015007P9";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"4";"NORTE";"AM";"UFAM";"CIÊNCIAS DO AMBIENTE E SUSTENTABILIDADE NA AMAZÔNIA";"MESTRADO/DOUTORADO";27;52;0,519230769230769;0,519230769230769
"26";"12001015008P5";"GEOCIÊNCIAS";"GEOC";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"GEOCIÊNCIAS";"MESTRADO";19;33;0,575757575757576;0,575757575757576
"27";"12001015009P1";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";1999;"PROFISSIONAL";"3";"NORTE";"AM";"UFAM";"ENGENHARIA DE PRODUÇÃO";"MESTRADO PROF.";35;51;0,686274509803922;0,686274509803922
"28";"12001015012P2";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"5";"NORTE";"AM";"UFAM";"INFORMÁTICA";"MESTRADO/DOUTORADO";30;105;0,285714285714286;0,285714285714286
"29";"12001015013P9";"BIOTECNOLOGIA";"BIOT";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";"NORTE";"AM";"UFAM";"BIOTECNOLOGIA";"MESTRADO/DOUTORADO";31;95;0,326315789473684;0,326315789473684
"30";"12001015014P5";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"SOCIEDADE E CULTURA NA AMAZÔNIA";"MESTRADO/DOUTORADO";42;120;0,35;0,35
"31";"12001015015P1";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"4";"NORTE";"AM";"UFAM";"MATEMÁTICA";"MESTRADO";19;34;0,558823529411765;0,558823529411765
"32";"12001015016P8";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"CIÊNCIAS FLORESTAIS E AMBIENTAIS";"MESTRADO";27;43;0,627906976744186;0,627906976744186
"33";"12001015018P0";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"SAÚDE, SOCIEDADE E ENDEMIAS NA AMAZÔNIA";"MESTRADO";17;38;0,447368421052632;0,447368421052632
"34";"12001015021P1";"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"ENGENHARIA ELÉTRICA";"MESTRADO";34;59;0,576271186440678;0,576271186440678
"35";"12001015022P8";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"ENGENHARIA CIVIL";"MESTRADO";26;55;0,472727272727273;0,472727272727273
"36";"12001015023P4";"HISTÓRIA";"HIST";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"HISTÓRIA";"MESTRADO";3;10;0,3;0,3
"37";"12001015024P0";"SOCIOLOGIA";"SOCI";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"SOCIOLOGIA";"MESTRADO";17;37;0,459459459459459;0,459459459459459
"38";"12001015025P7";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"CIÊNCIAS PESQUEIRAS NOS TRÓPICOS";"MESTRADO/DOUTORADO";8;19;0,421052631578947;0,421052631578947
"39";"12001015026P3";"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"NORTE";"AM";"UFAM";"GEOGRAFIA";"MESTRADO";30;77;0,38961038961039;0,38961038961039
"40";"12001015027P0";"SERVIÇO SOCIAL";"SSOC";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"SERVIÇO SOCIAL";"MESTRADO";23;32;0,71875;0,71875
"41";"12001015029P2";"ANTROPOLOGIA / ARQUEOLOGIA";"ANTR";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";"NORTE";"AM";"UFAM";"ANTROPOLOGIA SOCIAL";"MESTRADO/DOUTORADO";34;68;0,5;0,5
"42";"12001015032P3";"COMUNICAÇÃO E INFORMAÇÃO";"31";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"CIÊNCIAS DA COMUNICAÇÃO";"MESTRADO";28;37;0,756756756756757;0,756756756756757
"43";"12001015033P0";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"CIÊNCIAS FARMACÊUTICAS";"MESTRADO";22;38;0,578947368421053;0,578947368421053
"44";"12001015034P6";"CIÊNCIAS BIOLÓGICAS III";"CBIII";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";"NORTE";"AM";"UFAM";"IMUNOLOGIA BÁSICA E APLICADA";"MESTRADO/DOUTORADO";9;22;0,409090909090909;0,409090909090909
"45";"12001015035P2";"MATERIAIS";"MATE";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"CIÊNCIA E ENGENHARIA DE MATERIAIS";"MESTRADO";49;83;0,590361445783133;0,590361445783133
"46";"12001015036P9";"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"PSICOLOGIA";"MESTRADO";29;59;0,491525423728814;0,491525423728814
"47";"12001015037P5";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"LETRAS";"MESTRADO";42;110;0,381818181818182;0,381818181818182
"48";"12001015039P8";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"CIÊNCIAS DA SAÚDE";"MESTRADO";18;26;0,692307692307692;0,692307692307692
"49";"12001015040P6";"ODONTOLOGIA";"ODON";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"ODONTOLOGIA";"MESTRADO";25;32;0,78125;0,78125
"50";"12001015041P2";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"CIÊNCIA E TECNOLOGIA PARA RECURSOS AMAZÔNICOS";"MESTRADO";25;31;0,806451612903226;0,806451612903226
"51";"12001015042P9";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"ENSINO DE CIÊNCIAS E MATEMÁTICA";"MESTRADO";31;56;0,553571428571429;0,553571428571429
"52";"12001015064P2";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"CIÊNCIAS AMBIENTAIS";"MESTRADO";24;37;0,648648648648649;0,648648648648649
"53";"12001015065P9";"MEDICINA III";"MEDIII";"FEDERAL";"PÚBLICA";2015;"PROFISSIONAL";"3";"NORTE";"AM";"UFAM";"MESTRADO PROFISSIONAL EM CIRURGIA";"MESTRADO PROF.";17;44;0,386363636363636;0,386363636363636
"54";"12001015066P5";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"NORTE";"AM";"UFAM";"CIÊNCIA ANIMAL";"MESTRADO";19;40;0,475;0,475
"55";"12001015171P3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22;25;0,88;0,88
"56";"12001015172P0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24;31;0,774193548387097;0,774193548387097
"57";"12008010001P9";"MEDICINA II";"MEDII";"ESTADUAL";"PÚBLICA";2002;"ACADÊMICO";"5";"NORTE";"AM";"UEA";"MEDICINA TROPICAL";"MESTRADO/DOUTORADO";14;39;0,358974358974359;0,358974358974359
"58";"12008010002P5";"DIREITO";"DIRE";"ESTADUAL";"PÚBLICA";2003;"ACADÊMICO";"3";"NORTE";"AM";"UEA";"DIREITO AMBIENTAL";"MESTRADO";20;51;0,392156862745098;0,392156862745098
"59";"12008010003P1";"BIOTECNOLOGIA";"BIOT";"ESTADUAL";"PÚBLICA";2003;"ACADÊMICO";"3";"NORTE";"AM";"UEA";"BIOTECNOLOGIA E RECURSOS NATURAIS DA AMAZÔNIA";"MESTRADO";23;40;0,575;0,575
"60";"12008010005P4";"ENSINO";"ENSI";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"4";"NORTE";"AM";"UEA";"EDUCAÇÃO EM CIÊNCIAS NA AMAZÔNIA";"MESTRADO";23;53;0,433962264150943;0,433962264150943
"61";"12008010007P7";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2012;"PROFISSIONAL";"3";"NORTE";"AM";"UEA";"SEGURANÇA PÚBLICA, CIDADANIA E DIREITOS HUMANOS";"MESTRADO PROF.";27;46;0,58695652173913;0,58695652173913
"62";"12008010008P3";"MEDICINA II";"MEDII";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";"NORTE";"AM";"UEA";"HEMATOLOGIA";"MESTRADO";19;25;0,76;0,76
"63";"12008010039P6";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";2015;"ACADÊMICO";"3";"NORTE";"AM";"UEA";"LETRAS E ARTES";"MESTRADO";30;57;0,526315789473684;0,526315789473684
"64";"12008010070P0";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2016;"ACADÊMICO";"3";"NORTE";"AM";"UEA";"CIÊNCIAS HUMANAS";"MESTRADO";45;59;0,76271186440678;0,76271186440678
"65";"13001019001P3";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";"NORTE";"RR";"UFRR";"RECURSOS NATURAIS";"MESTRADO/DOUTORADO";28;55;0,509090909090909;0,509090909090909
"66";"13001019002P0";"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";"NORTE";"RR";"UFRR";"FÍSICA";"MESTRADO";4;4;1;1
"67";"13001019003P6";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";"NORTE";"RR";"UFRR";"QUIMICA";"MESTRADO";7;11;0,636363636363636;0,636363636363636
"68";"13001019004P2";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"NORTE";"RR";"UFRR";"AGRONOMIA";"MESTRADO/DOUTORADO";10;20;0,5;0,5
"69";"13001019005P9";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORTE";"RR";"UFRR";"LETRAS";"MESTRADO";22;45;0,488888888888889;0,488888888888889
"70";"13001019006P5";"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORTE";"RR";"UFRR";"GEOGRAFIA";"MESTRADO";21;28;0,75;0,75
"71";"13001019007P1";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"NORTE";"RR";"UFRR";"CIÊNCIAS DA SAÚDE";"MESTRADO PROF.";26;40;0,65;0,65
"72";"13001019008P8";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"NORTE";"RR";"UFRR";"SOCIEDADE E FRONTEIRAS";"MESTRADO";28;43;0,651162790697674;0,651162790697674
"73";"13001019039P0";"ANTROPOLOGIA / ARQUEOLOGIA";"ANTR";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"NORTE";"RR";"UFRR";"ANTROPOLOGIA SOCIAL";"MESTRADO";22;33;0,666666666666667;0,666666666666667
"74";"13003011001P6";"ENSINO";"ENSI";"ESTADUAL";"PÚBLICA";2012;"PROFISSIONAL";"3";"NORTE";"RR";"UERR";"ENSINO DE CIÊNCIAS";"MESTRADO PROF.";23;54;0,425925925925926;0,425925925925926
"75";"13003011004P5";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2016;"PROFISSIONAL";"3";"NORTE";"RR";"UERR";"SEGURANÇA PÚBLICA, DIREITOS HUMANOS E CIDADANIA";"MESTRADO PROF.";28;57;0,491228070175439;0,491228070175439
"76";"14001012001P6";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLUR";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";"NORTE";"AP";"UNIFAP";"MESTRADO INTEGRADO EM DESENVOLVIMENTO REGIONAL";"MESTRADO";43;61;0,704918032786885;0,704918032786885
"77";"14001012004P5";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORTE";"AP";"UNIFAP";"CIÊNCIAS DA SAÚDE";"MESTRADO";40;97;0,412371134020619;0,412371134020619
"78";"14001012005P1";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"NORTE";"AP";"UNIFAP";"CIÊNCIAS FARMACÊUTICAS";"MESTRADO";32;51;0,627450980392157;0,627450980392157
"79";"14001012156P0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19;21;0,904761904761905;0,904761904761905
"80";"14001012157P6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;31;49;0,63265306122449;0,63265306122449
"81";"14001012158P2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;28;0,892857142857143;0,892857142857143
"82";"15001016002P5";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";1977;"ACADÊMICO";"5";"NORTE";"PA";"UFPA";"DESENVOLVIMENTO SUSTENTÁVEL DO TRÓPICO ÚMIDO";"MESTRADO/DOUTORADO";38;113;0,336283185840708;0,336283185840708
"83";"15001016003P1";"DIREITO";"DIRE";"FEDERAL";"PÚBLICA";1984;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"DIREITO";"MESTRADO/DOUTORADO";16;57;0,280701754385965;0,280701754385965
"84";"15001016004P8";"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";1986;"ACADÊMICO";"5";"NORTE";"PA";"UFPA";"ENGENHARIA ELÉTRICA";"MESTRADO/DOUTORADO";36;156;0,230769230769231;0,230769230769231
"85";"15001016007P7";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";1987;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"QUÍMICA";"MESTRADO/DOUTORADO";13;66;0,196969696969697;0,196969696969697
"86";"15001016008P3";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";1987;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"LETRAS: LINGÜÍSTICA E TEORIA LITERÁRIA";"MESTRADO/DOUTORADO";34;177;0,192090395480226;0,192090395480226
"87";"15001016009P0";"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";1987;"ACADÊMICO";"5";"NORTE";"PA";"UFPA";"PSICOLOGIA (TEORIA E PESQUISA DO COMPORTAMENTO)";"MESTRADO/DOUTORADO";22;89;0,247191011235955;0,247191011235955
"88";"15001016010P8";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"ENGENHARIA QUÍMICA";"MESTRADO";26;53;0,490566037735849;0,490566037735849
"89";"15001016015P0";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"DOENÇAS TROPICAIS";"MESTRADO/DOUTORADO";29;96;0,302083333333333;0,302083333333333
"90";"15001016016P6";"GEOCIÊNCIAS";"GEOC";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"GEOFÍSICA";"MESTRADO/DOUTORADO";8;29;0,275862068965517;0,275862068965517
"91";"15001016017P2";"GEOCIÊNCIAS";"GEOC";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"6";"NORTE";"PA";"UFPA";"GEOLOGIA E GEOQUÍMICA";"MESTRADO/DOUTORADO";19;79;0,240506329113924;0,240506329113924
"92";"15001016018P9";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"ENGENHARIA MECÂNICA";"MESTRADO";56;145;0,386206896551724;0,386206896551724
"93";"15001016022P6";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"ZOOLOGIA";"MESTRADO/DOUTORADO";5;51;0,0980392156862745;0,0980392156862745
"94";"15001016027P8";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"AGRICULTURAS AMAZÔNICAS";"MESTRADO";12;22;0,545454545454545;0,545454545454545
"95";"15001016028P4";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"CIÊNCIA ANIMAL";"MESTRADO/DOUTORADO";16;43;0,372093023255814;0,372093023255814
"96";"15001016030P9";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"BIOLOGIA AMBIENTAL";"MESTRADO/DOUTORADO";17;66;0,257575757575758;0,257575757575758
"97";"15001016031P5";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"ENGENHARIA CIVIL";"MESTRADO/DOUTORADO";16;69;0,231884057971014;0,231884057971014
"98";"15001016032P1";"CIÊNCIAS BIOLÓGICAS I";"CBI";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"6";"NORTE";"PA";"UFPA";"GENÉTICA E BIOLOGIA MOLECULAR";"MESTRADO/DOUTORADO";19;60;0,316666666666667;0,316666666666667
"99";"15001016033P8";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICAS";"MESTRADO/DOUTORADO";26;84;0,30952380952381;0,30952380952381
"100";"15001016034P4";"SOCIOLOGIA";"SOCI";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"SOCIOLOGIA E ANTROPOLOGIA";"MESTRADO/DOUTORADO";31;86;0,36046511627907;0,36046511627907
"101";"15001016035P0";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"EDUCAÇÃO";"MESTRADO/DOUTORADO";22;87;0,252873563218391;0,252873563218391
"102";"15001016036P7";"SERVIÇO SOCIAL";"SSOC";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"SERVIÇO SOCIAL";"MESTRADO/DOUTORADO";21;40;0,525;0,525
"103";"15001016037P3";"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"FÍSICA";"MESTRADO/DOUTORADO";3;27;0,111111111111111;0,111111111111111
"104";"15001016038P0";"CIÊNCIA DE ALIMENTOS";"CALIM";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"CIÊNCIA E TECNOLOGIA DE ALIMENTOS";"MESTRADO/DOUTORADO";17;55;0,309090909090909;0,309090909090909
"105";"15001016039P6";"ODONTOLOGIA";"ODON";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"ODONTOLOGIA";"MESTRADO";2;16;0,125;0,125
"106";"15001016040P4";"CIÊNCIAS BIOLÓGICAS III";"CBIII";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"5";"NORTE";"PA";"UFPA";"BIOLOGIA DE AGENTES INFECCIOSOS E PARASITÁRIOS";"MESTRADO/DOUTORADO";18;57;0,315789473684211;0,315789473684211
"107";"15001016041P0";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"MATEMÁTICA E ESTATÍSTICA";"MESTRADO";19;42;0,452380952380952;0,452380952380952
"108";"15001016042P7";"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"GEOGRAFIA";"MESTRADO/DOUTORADO";27;65;0,415384615384615;0,415384615384615
"109";"15001016043P3";"HISTÓRIA";"HIST";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"5";"NORTE";"PA";"UFPA";"HISTÓRIA";"MESTRADO/DOUTORADO";21;86;0,244186046511628;0,244186046511628
"110";"15001016044P0";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"NEUROCIÊNCIAS E BIOLOGIA CELULAR";"MESTRADO/DOUTORADO";22;86;0,255813953488372;0,255813953488372
"111";"15001016045P6";"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"PSICOLOGIA";"MESTRADO/DOUTORADO";12;54;0,222222222222222;0,222222222222222
"112";"15001016046P2";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"CIÊNCIAS AMBIENTAIS";"MESTRADO/DOUTORADO";27;58;0,46551724137931;0,46551724137931
"113";"15001016047P9";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"CIÊNCIA DA COMPUTAÇÃO";"MESTRADO/DOUTORADO";39;95;0,410526315789474;0,410526315789474
"114";"15001016049P1";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"CIÊNCIAS FARMACÊUTICAS";"MESTRADO";26;47;0,553191489361702;0,553191489361702
"115";"15001016050P0";"ECONOMIA";"ECON";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"ECONOMIA";"MESTRADO/DOUTORADO";27;53;0,509433962264151;0,509433962264151
"116";"15001016051P6";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"ENGENHARIA DE RECURSOS NATURAIS DA AMAZÔNIA";"DOUTORADO";18;68;0,264705882352941;0,264705882352941
"117";"15001016052P2";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"ECOLOGIA AQUÁTICA E PESCA";"MESTRADO/DOUTORADO";10;32;0,3125;0,3125
"118";"15001016053P9";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"CPOL";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"CIÊNCIA POLÍTICA";"MESTRADO";32;49;0,653061224489796;0,653061224489796
"119";"15001016055P1";"ARTES / MÚSICA";"ARTE";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"ARTES";"MESTRADO/DOUTORADO";44;89;0,49438202247191;0,49438202247191
"120";"15001016057P4";"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"SAÚDE ANIMAL NA AMAZÔNIA";"MESTRADO/DOUTORADO";36;56;0,642857142857143;0,642857142857143
"121";"15001016059P7";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2008;"PROFISSIONAL";"4";"NORTE";"PA";"UFPA";"GESTAO DOS RECURSOS NATURAIS E DESENVOLVIMENTO LOCAL NA AMAZONIA";"MESTRADO PROF.";53;87;0,609195402298851;0,609195402298851
"122";"15001016060P5";"ANTROPOLOGIA / ARQUEOLOGIA";"ANTR";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"ANTROPOLOGIA";"MESTRADO/DOUTORADO";19;37;0,513513513513513;0,513513513513513
"123";"15001016062P8";"COMUNICAÇÃO E INFORMAÇÃO";"31";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"COMUNICAÇÃO, CULTURA E AMAZÔNIA";"MESTRADO";5;18;0,277777777777778;0,277777777777778
"124";"15001016063P4";"ARQUITETURA, URBANISMO E DESIGN";"ARQU";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"ARQUITETURA E URBANISMO";"MESTRADO";8;23;0,347826086956522;0,347826086956522
"125";"15001016064P0";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"NORTE";"PA";"UFPA";"SAÚDE NA AMAZÔNIA";"MESTRADO PROF.";21;74;0,283783783783784;0,283783783783784
