"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"SG_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"NM_REGIAO";"SG_UF_PROGRAMA";"SG_ENTIDADE_ENSINO";"NM_PROGRAMA_IES";"NM_GRAU_PROGRAMA";"QIP";"QPP";"DIPP";"DFPP";"QMP";"DFCP";"CC"
"61";"12002011011P2";"GEOCIÊNCIAS";"GEOC";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"NORTE";"AM";"INPA";"CLIMA E AMBIENTE - INPA - UEA";"MESTRADO/DOUTORADO";4;13;0,307692307692308;1,55555555555556;2;0,851851851851852;0,57977207977208
"62";"12002011012P9";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2010;"PROFISSIONAL";"3";"NORTE";"AM";"INPA";"GESTÃO DE ÁREAS PROTEGIDAS NA AMAZÔNIA";"MESTRADO PROF.";4;15;0,266666666666667;NA;NA;NA;NA
"63";"12003018001P3";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"3";"NORTE";"AM";"IFAM";"ENSINO TECNOLÓGICO";"MESTRADO PROF.";1;3;0,333333333333333;NA;NA;NA;NA
"64";"12006017001P2";"CIÊNCIAS BIOLÓGICAS I";"CBI";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"2";"NORTE";"AM";"UNINILTON";"BIOLOGIA URBANA";"MESTRADO/DOUTORADO";2;14;0,142857142857143;NA;NA;NA;NA
"65";"12006017002P9";"CIÊNCIAS BIOLÓGICAS I";"CBI";"PARTICULAR";"PRIVADA";2005;"PROFISSIONAL";"2";"NORTE";"AM";"UNINILTON";"BIOLOGIA URBANA";"MESTRADO PROF.";2;5;0,4;NA;NA;NA;NA
"66";"12006017003P5";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"PARTICULAR";"PRIVADA";2010;"ACADÊMICO";"3";"NORTE";"AM";"UNINILTON";"AQUICULTURA";"MESTRADO/DOUTORADO";9;51;0,176470588235294;1,33333333333333;1,38095238095238;0,984126984126984;0,580298786181139
"67";"12008010001P9";"MEDICINA II";"MEDII";"ESTADUAL";"PÚBLICA";2002;"ACADÊMICO";"5";"NORTE";"AM";"UEA";"MEDICINA TROPICAL";"MESTRADO/DOUTORADO";19;109;0,174311926605505;2,5;2,9;0,908119047619048;0,541215487112276
"68";"12008010002P5";"DIREITO";"DIRE";"ESTADUAL";"PÚBLICA";2003;"ACADÊMICO";"3";"NORTE";"AM";"UEA";"DIREITO AMBIENTAL";"MESTRADO";2;2;1;2,2;1,8;1,55;1,275
"69";"12008010003P1";"BIOTECNOLOGIA";"BIOT";"ESTADUAL";"PÚBLICA";2003;"ACADÊMICO";"3";"NORTE";"AM";"UEA";"BIOTECNOLOGIA E RECURSOS NATURAIS DA AMAZÔNIA";"MESTRADO";1;10;0,1;1;1;1;0,55
"70";"12008010005P4";"ENSINO";"ENSI";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"4";"NORTE";"AM";"UEA";"EDUCAÇÃO EM CIÊNCIAS NA AMAZÔNIA";"MESTRADO";2;3;0,666666666666667;2,33333333333333;1,33333333333333;1,5;1,08333333333333
"71";"12008010006P0";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"NORTE";"AM";"UEA";"LETRAS E ARTES";"MESTRADO PROF.";2;5;0,4;NA;NA;NA;NA
"72";"12008010007P7";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2012;"PROFISSIONAL";"3";"NORTE";"AM";"UEA";"SEGURANÇA PÚBLICA, CIDADANIA E DIREITOS HUMANOS";"MESTRADO PROF.";7;22;0,318181818181818;2;1,42857142857143;1,39795918367347;0,858070500927644
"73";"12008010008P3";"MEDICINA II";"MEDII";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";"NORTE";"AM";"UEA";"HEMATOLOGIA";"MESTRADO";1;22;0,0454545454545455;1,38461538461538;1,23076923076923;1,24358974358974;0,644522144522145
"74";"12008010039P6";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";2015;"ACADÊMICO";"3";"NORTE";"AM";"UEA";"LETRAS E ARTES";"MESTRADO";4;10;0,4;1,875;1,75;1,21875;0,809375
"75";"12008010070P0";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2016;"ACADÊMICO";"3";"NORTE";"AM";"UEA";"CIÊNCIAS HUMANAS";"MESTRADO";4;17;0,235294117647059;2,875;2,625;1,14791666666667;0,691605392156863
"76";"13001019001P3";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";"NORTE";"RR";"UFRR";"RECURSOS NATURAIS";"MESTRADO/DOUTORADO";6;121;0,0495867768595041;1,73529411764706;1,88235294117647;0,961204481792717;0,505395629326111
"77";"13001019002P0";"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";"NORTE";"RR";"UFRR";"FÍSICA";"MESTRADO";2;5;0,4;NA;NA;NA;NA
"78";"13001019004P2";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"NORTE";"RR";"UFRR";"AGRONOMIA";"MESTRADO/DOUTORADO";2;37;0,0540540540540541;1,66666666666667;2,57407407407407;0,77120811287478;0,412631083464417
"79";"13001019005P9";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORTE";"RR";"UFRR";"LETRAS";"MESTRADO";2;9;0,222222222222222;1;1;1;0,611111111111111
"80";"13001019006P5";"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORTE";"RR";"UFRR";"GEOGRAFIA";"MESTRADO";2;12;0,166666666666667;2;2,5;0,877777777777778;0,522222222222222
"81";"13001019008P8";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"NORTE";"RR";"UFRR";"SOCIEDADE E FRONTEIRAS";"MESTRADO";2;16;0,125;1,07142857142857;1,07142857142857;1;0,5625
"82";"13003011001P6";"ENSINO";"ENSI";"ESTADUAL";"PÚBLICA";2012;"PROFISSIONAL";"3";"NORTE";"RR";"UERR";"ENSINO DE CIÊNCIAS";"MESTRADO PROF.";3;29;0,103448275862069;2,78571428571429;3,21428571428571;0,945238095238095;0,524343185550082
"83";"13003011002P2";"CIÊNCIAS AMBIENTAIS";"CAMB";"ESTADUAL";"PÚBLICA";2014;"ACADÊMICO";"3";"NORTE";"RR";"UERR";"AGROECOLOGIA";"MESTRADO";3;7;0,428571428571429;1,5625;1,5625;1,046875;0,737723214285714
"84";"13009001040P4";"SAÚDE COLETIVA";"SCOL";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"NORTE";"AM";"CPQLMD/FIOCRUZ";"CONDIÇÕES DE VIDA E SITUAÇÕES DE SAÚDE NA AMAZÔNIA";"MESTRADO";4;23;0,173913043478261;NA;NA;NA;NA
"85";"14001012001P6";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLUR";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";"NORTE";"AP";"UNIFAP";"MESTRADO INTEGRADO EM DESENVOLVIMENTO REGIONAL";"MESTRADO";3;19;0,157894736842105;1,28571428571429;1,23809523809524;1,02380952380952;0,590852130325815
"86";"14001012003P9";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"NORTE";"AP";"UNIFAP";"BIODIVERSIDADE TROPICAL";"MESTRADO/DOUTORADO";12;59;0,203389830508475;1,36666666666667;1,36666666666667;1;0,601694915254237
"87";"14001012004P5";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORTE";"AP";"UNIFAP";"CIÊNCIAS DA SAÚDE";"MESTRADO";7;38;0,184210526315789;2,46511627906977;2,41860465116279;1,10581395348837;0,645012239902081
"88";"14001012005P1";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"NORTE";"AP";"UNIFAP";"CIÊNCIAS FARMACÊUTICAS";"MESTRADO";6;30;0,2;1,86666666666667;1,91111111111111;1,00296296296296;0,601481481481482
"89";"15001016002P5";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";1977;"ACADÊMICO";"5";"NORTE";"PA";"UFPA";"DESENVOLVIMENTO SUSTENTÁVEL DO TRÓPICO ÚMIDO";"MESTRADO/DOUTORADO";42;98;0,428571428571429;3,14285714285714;3,45238095238095;0,998611111111111;0,71359126984127
"90";"15001016003P1";"DIREITO";"DIRE";"FEDERAL";"PÚBLICA";1984;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"DIREITO";"MESTRADO/DOUTORADO";4;26;0,153846153846154;1,47826086956522;1,39130434782609;1,11413043478261;0,633988294314381
"91";"15001016004P8";"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";1986;"ACADÊMICO";"5";"NORTE";"PA";"UFPA";"ENGENHARIA ELÉTRICA";"MESTRADO/DOUTORADO";2;6;0,333333333333333;1,43589743589744;1,56410256410256;0,944444444444444;0,638888888888889
"92";"15001016007P7";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";1987;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"QUÍMICA";"MESTRADO/DOUTORADO";3;33;0,0909090909090909;2;3;0,75;0,420454545454545
"93";"15001016008P3";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";1987;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"LETRAS: LINGÜÍSTICA E TEORIA LITERÁRIA";"MESTRADO/DOUTORADO";1;10;0,1;1,07692307692308;1,15384615384615;0,987179487179487;0,543589743589744
"94";"15001016009P0";"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";1987;"ACADÊMICO";"5";"NORTE";"PA";"UFPA";"PSICOLOGIA (TEORIA E PESQUISA DO COMPORTAMENTO)";"MESTRADO/DOUTORADO";4;44;0,0909090909090909;1,90909090909091;2,86363636363636;0,798051948051948;0,444480519480519
"95";"15001016010P8";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"ENGENHARIA QUÍMICA";"MESTRADO";6;75;0,08;1,22857142857143;1,65714285714286;0,878571428571429;0,479285714285714
"96";"15001016015P0";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"DOENÇAS TROPICAIS";"MESTRADO/DOUTORADO";10;50;0,2;2,83333333333333;3;0,972569444444444;0,586284722222222
"97";"15001016016P6";"GEOCIÊNCIAS";"GEOC";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"GEOFÍSICA";"MESTRADO/DOUTORADO";5;20;0,25;2;3;0,740740740740741;0,49537037037037
"98";"15001016017P2";"GEOCIÊNCIAS";"GEOC";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"6";"NORTE";"PA";"UFPA";"GEOLOGIA E GEOQUÍMICA";"MESTRADO/DOUTORADO";3;24;0,125;NA;NA;NA;NA
"99";"15001016018P9";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"ENGENHARIA MECÂNICA";"MESTRADO";3;16;0,1875;1;1,66666666666667;0,777777777777778;0,482638888888889
"100";"15001016022P6";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"ZOOLOGIA";"MESTRADO/DOUTORADO";15;116;0,129310344827586;1,28571428571429;2,58571428571429;0,779059987631416;0,454185166229501
"101";"15001016027P8";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"AGRICULTURAS AMAZÔNICAS";"MESTRADO";18;68;0,264705882352941;1,66666666666667;1,91666666666667;0,906944444444444;0,585825163398693
"102";"15001016028P4";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"CIÊNCIA ANIMAL";"MESTRADO/DOUTORADO";19;120;0,158333333333333;2,65625;3,40625;0,865997023809524;0,512165178571429
"103";"15001016030P9";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"BIOLOGIA AMBIENTAL";"MESTRADO/DOUTORADO";4;44;0,0909090909090909;1,94117647058824;2,29411764705882;0,904901960784314;0,497905525846702
"104";"15001016031P5";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"ENGENHARIA CIVIL";"MESTRADO/DOUTORADO";5;16;0,3125;1,16666666666667;2,5;0,541666666666667;0,427083333333333
"105";"15001016032P1";"CIÊNCIAS BIOLÓGICAS I";"CBI";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"6";"NORTE";"PA";"UFPA";"GENÉTICA E BIOLOGIA MOLECULAR";"MESTRADO/DOUTORADO";15;138;0,108695652173913;2,375;2,4375;0,996471974206349;0,552583813190131
"106";"15001016033P8";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICAS";"MESTRADO/DOUTORADO";3;18;0,166666666666667;2;2,18181818181818;0,958874458874459;0,562770562770563
"107";"15001016034P4";"SOCIOLOGIA";"SOCI";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"SOCIOLOGIA E ANTROPOLOGIA";"MESTRADO/DOUTORADO";3;17;0,176470588235294;1,17647058823529;1,17647058823529;1;0,588235294117647
"108";"15001016035P0";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"EDUCAÇÃO";"MESTRADO/DOUTORADO";7;45;0,155555555555556;1,86486486486486;1,81081081081081;1,14414414414414;0,64984984984985
"109";"15001016036P7";"SERVIÇO SOCIAL";"SSOC";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"SERVIÇO SOCIAL";"MESTRADO/DOUTORADO";7;20;0,35;1,14285714285714;1,47619047619048;0,849206349206349;0,599603174603175
"110";"15001016037P3";"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"FÍSICA";"MESTRADO/DOUTORADO";13;103;0,12621359223301;1,16666666666667;1,93333333333333;0,783730158730159;0,454971875481584
"111";"15001016038P0";"CIÊNCIA DE ALIMENTOS";"CALIM";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"CIÊNCIA E TECNOLOGIA DE ALIMENTOS";"MESTRADO/DOUTORADO";3;11;0,272727272727273;NA;NA;NA;NA
"112";"15001016039P6";"ODONTOLOGIA";"ODON";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"ODONTOLOGIA";"MESTRADO";5;44;0,113636363636364;1,42424242424242;1,93939393939394;0,93030303030303;0,521969696969697
"113";"15001016040P4";"CIÊNCIAS BIOLÓGICAS III";"CBIII";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"5";"NORTE";"PA";"UFPA";"BIOLOGIA DE AGENTES INFECCIOSOS E PARASITÁRIOS";"MESTRADO/DOUTORADO";4;26;0,153846153846154;1,83333333333333;2,46666666666667;0,824603174603175;0,489224664224664
"114";"15001016041P0";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"MATEMÁTICA E ESTATÍSTICA";"MESTRADO";1;2;0,5;1;1;1;0,75
"115";"15001016042P7";"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"GEOGRAFIA";"MESTRADO/DOUTORADO";2;15;0,133333333333333;2;2;1;0,566666666666667
"116";"15001016043P3";"HISTÓRIA";"HIST";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"5";"NORTE";"PA";"UFPA";"HISTÓRIA";"MESTRADO/DOUTORADO";4;53;0,0754716981132075;1,25925925925926;1,66666666666667;0,869753086419753;0,47261239226648
"117";"15001016044P0";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"NEUROCIÊNCIAS E BIOLOGIA CELULAR";"MESTRADO/DOUTORADO";17;90;0,188888888888889;2,44927536231884;2,49275362318841;1,02874396135266;0,608816425120773
"118";"15001016045P6";"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"PSICOLOGIA";"MESTRADO/DOUTORADO";3;24;0,125;2,02941176470588;1,94117647058824;1,22745098039216;0,676225490196078
"119";"15001016046P2";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"CIÊNCIAS AMBIENTAIS";"MESTRADO/DOUTORADO";5;18;0,277777777777778;2;2,23529411764706;0,996078431372549;0,636928104575163
"120";"15001016047P9";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"CIÊNCIA DA COMPUTAÇÃO";"MESTRADO/DOUTORADO";18;63;0,285714285714286;1,42222222222222;1,31111111111111;1,13333333333333;0,709523809523809
"121";"15001016049P1";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"CIÊNCIAS FARMACÊUTICAS";"MESTRADO";8;35;0,228571428571429;1,7;1,7;1;0,614285714285714
"122";"15001016050P0";"ECONOMIA";"ECON";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"ECONOMIA";"MESTRADO/DOUTORADO";9;35;0,257142857142857;1,71428571428571;1,9047619047619;0,920634920634921;0,588888888888889
"123";"15001016051P6";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"ENGENHARIA DE RECURSOS NATURAIS DA AMAZÔNIA";"DOUTORADO";7;50;0,14;1,125;2;0,666666666666667;0,403333333333333
"124";"15001016052P2";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"ECOLOGIA AQUÁTICA E PESCA";"MESTRADO/DOUTORADO";26;111;0,234234234234234;1,51428571428571;1,71428571428571;0,923809523809524;0,579021879021879
"125";"15001016053P9";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"CPOL";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"CIÊNCIA POLÍTICA";"MESTRADO";2;10;0,2;1,14285714285714;1,14285714285714;1;0,6
"126";"15001016055P1";"ARTES / MÚSICA";"ARTE";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"ARTES";"MESTRADO/DOUTORADO";2;4;0,5;1,46666666666667;1,46666666666667;1,09777777777778;0,798888888888889
"127";"15001016057P4";"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"SAÚDE ANIMAL NA AMAZÔNIA";"MESTRADO/DOUTORADO";4;37;0,108108108108108;2,14285714285714;3,28571428571429;0,826280663780664;0,467194385944386
"128";"15001016059P7";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2008;"PROFISSIONAL";"4";"NORTE";"PA";"UFPA";"GESTAO DOS RECURSOS NATURAIS E DESENVOLVIMENTO LOCAL NA AMAZONIA";"MESTRADO PROF.";15;58;0,258620689655172;1,36666666666667;1,43333333333333;0,980555555555556;0,619588122605364
"129";"15001016060P5";"ANTROPOLOGIA / ARQUEOLOGIA";"ANTR";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"ANTROPOLOGIA";"MESTRADO/DOUTORADO";11;69;0,159420289855072;2,19354838709677;2,12903225806452;1,09139784946237;0,625409069658719
"130";"15001016061P1";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"MATEMÁTICA - UFPA - UFAM";"DOUTORADO";4;23;0,173913043478261;1,23076923076923;1,30769230769231;0,961538461538462;0,567725752508361
"131";"15001016062P8";"COMUNICAÇÃO E INFORMAÇÃO";"31";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"COMUNICAÇÃO, CULTURA E AMAZÔNIA";"MESTRADO";6;32;0,1875;1,8;2,03333333333333;0,943333333333333;0,565416666666667
"132";"15001016063P4";"ARQUITETURA, URBANISMO E DESIGN";"ARQU";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"ARQUITETURA E URBANISMO";"MESTRADO";8;37;0,216216216216216;1,37037037037037;1,51851851851852;0,941358024691358;0,578787120453787
"133";"15001016064P0";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"NORTE";"PA";"UFPA";"SAÚDE NA AMAZÔNIA";"MESTRADO PROF.";5;15;0,333333333333333;1,27272727272727;1,3030303030303;1,05050505050505;0,691919191919192
"134";"15001016065P7";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"NORTE";"PA";"UFPA";"SEGURANÇA PUBLICA";"MESTRADO PROF.";2;3;0,666666666666667;1,5625;2,5;0,709375;0,688020833333333
"135";"15001016066P3";"ENFERMAGEM";"ENFE";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"ENFERMAGEM";"MESTRADO";1;1;1;1,16666666666667;1,33333333333333;1,05555555555556;1,02777777777778
"136";"15001016067P0";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"LINGUAGENS E SABERES NA AMAZÔNIA";"MESTRADO";2;4;0,5;1,07142857142857;1,21428571428571;0,94047619047619;0,720238095238095
"137";"15001016068P6";"BIOTECNOLOGIA";"BIOT";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"BIOTECNOLOGIA";"MESTRADO/DOUTORADO";13;62;0,209677419354839;1,49019607843137;1,58823529411765;0,983006535947712;0,596341977651276
"138";"15001016070P0";"FILOSOFIA";"FILO";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"FILOSOFIA";"MESTRADO";2;2;1;1,83333333333333;1,58333333333333;1,16666666666667;1,08333333333333
"139";"15001016071P7";"MEDICINA I";"MEDI";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"ONCOLOGIA E CIÊNCIAS MÉDICAS";"MESTRADO/DOUTORADO";10;43;0,232558139534884;3,66666666666667;4,66666666666667;0,839391534391534;0,535974836963209
"140";"15001016072P3";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"3";"NORTE";"PA";"UFPA";"ENGENHARIA INDUSTRIAL";"MESTRADO PROF.";4;16;0,25;1,14285714285714;1,21428571428571;0,970238095238095;0,610119047619048
"141";"15001016073P0";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"3";"NORTE";"PA";"UFPA";"GESTÃO PÚBLICA";"MESTRADO PROF.";19;38;0,5;1,36842105263158;1,15789473684211;1,21052631578947;0,855263157894737
"142";"15001016074P6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;24;0,291666666666667;NA;NA;NA;NA
"143";"15001016075P2";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"NORTE";"PA";"UFPA";"ENGENHARIA DE PROCESSOS";"MESTRADO PROF.";7;26;0,269230769230769;1,26666666666667;2,33333333333333;0,835555555555556;0,552393162393162
"144";"15001016076P9";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"3";"NORTE";"PA";"UFPA";"CIÊNCIAS E MEIO AMBIENTE";"MESTRADO PROF.";4;9;0,444444444444444;1,52;1,44;1,13;0,787222222222222
"145";"15001016077P5";"CIÊNCIAS BIOLÓGICAS I";"CBI";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"4";"NORTE";"PA";"UFPA";"ANÁLISES CLÍNICAS";"MESTRADO PROF.";6;30;0,2;1,33333333333333;1,33333333333333;1;0,6
"146";"15001016078P1";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"4";"NORTE";"PA";"UFPA";"DOCÊNCIA EM EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICAS";"MESTRADO PROF.";3;24;0,125;2,38888888888889;2,33333333333333;1,16851851851852;0,646759259259259
"147";"15001016079P8";"SAÚDE COLETIVA";"SCOL";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"SAÚDE, AMBIENTE E SOCIEDADE NA AMAZÔNIA";"MESTRADO";5;23;0,217391304347826;2,25925925925926;1,88888888888889;1,23765432098765;0,72752281266774
"148";"15001016080P6";"GEOCIÊNCIAS";"GEOC";"FEDERAL";"PÚBLICA";2015;"PROFISSIONAL";"3";"NORTE";"PA";"UFPA";"RECURSOS HÍDRICOS";"MESTRADO PROF.";1;2;0,5;1;1,5;0,75;0,625
"149";"15001016081P2";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"BIODIVERSIDADE E CONSERVAÇÃO";"MESTRADO";5;12;0,416666666666667;1,14285714285714;1,14285714285714;1,07142857142857;0,744047619047619
"150";"15001016082P9";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"EDUCAÇÃO E CULTURA";"MESTRADO";1;1;1;2,30769230769231;1,69230769230769;1,44230769230769;1,22115384615385
"151";"15001016084P1";"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"NEUROCIÊNCIAS E COMPORTAMENTO";"MESTRADO";2;12;0,166666666666667;1,6734693877551;1,91836734693878;0,996598639455782;0,581632653061224
