"";"SG_ENTIDADE_ENSINO";"m_IMI";"m_IPT";"md_IMI";"md_IPT";"v_IMI";"v_IPT";"d_IMI";"d_IPT";"pc_IMI";"pc_IPT";"cor"
"149";"UNITAU";0,507002251912238;0,394444444444444;0,507002251912238;0,394444444444444;0,0828842848134389;0,214876543209877;0,287896309134798;0,463547778777848;56,7840296663282;117,519155183116;1
"150";"UNIUBE";0,595327380952381;0,0801282051282051;0,595327380952381;0,0801282051282051;0,00279912308673469;0,0000205456936226166;0,052906739520922;0,00453273577683684;8,88699918963645;5,65685424949237;1
"151";"UNIVALI";0,538607155825293;0,807936507936508;0,525;0,4;0,0091629974962757;0,839236583522298;0,095723547240351;0,916098566488507;17,7724239652324;113,387445361053;-0,248486577349032
"152";"UNIVAP";0,594280152928142;0,227920653907496;0,57985838285543;0,141447368421053;0,00501005243132042;0,0457431852044749;0,0707817238510084;0,213876565346638;11,9104976840051;93,8381676605063;0,788884859220405
"153";"UNIVAS";0,566054594952928;0,908653846153846;0,566054594952928;0,908653846153846;0,000755450747979727;1,22822670118343;0,0274854643035137;1,10825389743661;4,85562073845534;121,966566490378;-1
"154";"UNIVASF";0,557928203244473;0,289705882352941;0,552878259497203;0,192857142857143;0,00786069747600018;0,0898596497422498;0,0886605745300592;0,299765991637227;15,8910365194803;103,472525032139;0,890144046588904
"155";"UNIVERSO";0,443518518518519;0,0714285714285714;0,443518518518519;0,0714285714285714;NA;NA;NA;NA;NA;NA;NA
"156";"UNIVILLE";0,606501477272484;0,616666666666667;0,606501477272484;0,616666666666667;0,000199512929435652;0,467222222222222;0,0141249045814707;0,683536555146996;2,32891511575408;110,843765699513;-1
"157";"UNOCHAPECÓ";0,639062799673345;0,105006105006105;0,633674304418985;0,0769230769230769;0,000358939966527099;0,00285906604587923;0,0189457110325028;0,0534702351395543;2,96460864913227;50,9210727666221;0,975166906946108
"158";"UNOESC";0,597592465609361;0,325091575091575;0,621471607542221;0,153846153846154;0,00709565071079934;0,137108541641509;0,0842356854949216;0,370281705788321;14,0958412869257;113,900738794605;0,634715033983892
"159";"UNOESTE";0,543220870525167;0,618814192343604;0,476964530224316;0,0833333333333333;0,0141798339781426;0,900193574161691;0,119079108067463;0,948785315106474;21,9209376017423;153,323134285784;-0,528927313373562
"160";"UNOPAR";0,511546339443373;0,403846153846154;0,501324224021592;0,461538461538462;0,00194473961390108;0,0181213017751479;0,0440992019644469;0,134615384615385;8,62076386128232;33,3333333333333;0,835162785671397
"161";"UNP";0,715485194952107;2,12777777777778;0,714468954248366;1,13333333333333;0,00230812080050435;4,25731481481481;0,048042905829106;2,06332615328135;6,71473095013824;96,9709419296718;0,916220544198897
"162";"UP";0,430255502947905;1,66666666666667;0,430255502947905;1,66666666666667;0,00683534612345657;0;0,0826761520842411;0;19,215594342846;0;NA
"163";"UPM";0,507210330001691;0,380756578947368;0,565391007797573;0,378472222222222;0,0160093663608536;0,0227493764997492;0,126528124782017;0,150828964392617;24,9458887758841;39,6129634344324;-0,330650325489039
"164";"URCA";0,546139977096465;0,0344827586206897;0,546139977096465;0,0344827586206897;NA;NA;NA;NA;NA;NA;NA
"165";"URI";0,584253942916057;0,3425;0,592195767195767;0,0833333333333333;0,00828597242281416;0,138440972222222;0,0910273169044005;0,37207656768765;15,5800945818313;108,635494215372;0,808349514889722
"166";"USC";0,531781526418623;0,335470085470085;0,531781526418623;0,335470085470085;0,0130417651098374;0,156704288114545;0,11420054776505;0,395858924510418;21,4750874356531;118,001259026035;1
"167";"USF";0,297064393939394;0,0909090909090909;0,297064393939394;0,0909090909090909;NA;NA;NA;NA;NA;NA;NA
"168";"USP";0,437231080861294;0,296572773871091;0,419277836134454;0,173913043478261;0,00911580392886248;0,149956338413196;0,0954767193029928;0,387241963652179;21,8366725244955;130,572324154239;0,11750724582215
"169";"USP/EEL";0,629899014511588;0,245039682539683;0,610023322194375;0,214285714285714;0,0130967903077664;0,00602619520030234;0,11444120895799;0,0776285720614668;18,1681835217231;31,6800002582828;-0,661505430707692
"170";"USS";0,674788279132791;0,583333333333333;0,674788279132791;0,583333333333333;NA;NA;NA;NA;NA;NA;NA
"171";"UTFPR";0,595764127655355;0,386188591956516;0,592232957012663;0,288888888888889;0,0192632542397929;0,139104132593404;0,138792126000695;0,372966664185157;23,2964892577395;96,5763028616735;-0,141683873611691
"172";"UTP";0,636399925989749;0,166666666666667;0,636399925989749;0,166666666666667;NA;NA;NA;NA;NA;NA;NA
"173";"UVA";0,537242743976548;0,840384615384615;0,55465967140853;0,7;0,0149842027754675;0,232677514792899;0,122409978251234;0,482366577193009;22,784854634831;57,3983112449347;0,356445380323901
"174";"UVA-CE";0,482197159565581;0,0666666666666667;0,482197159565581;0,0666666666666667;NA;NA;NA;NA;NA;NA;NA
"175";"UVV";0,568515795117781;0,127564102564103;0,576221410116171;0,0916666666666667;0,00682652080255456;0,00675706771860618;0,0826227620123811;0,0822013851380023;14,5330635880159;64,4392767915998;0,335933523318227
