"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO.x";"SG_AREA_AVALIACAO.x";"CS_STATUS_JURIDICO.x";"DS_DEPENDENCIA_ADMINISTRATIVA.x";"ANO_INICIO_PROGRAMA.x";"NM_MODALIDADE_PROGRAMA.x";"CD_CONCEITO_PROGRAMA.x";"NM_REGIAO.x";"SG_UF_PROGRAMA.x";"SG_ENTIDADE_ENSINO.x";"NM_PROGRAMA_IES.x";"NM_GRAU_PROGRAMA.x";"FCDo";"FCDi";"CC";"CP";"IMI";"NM_AREA_AVALIACAO.y";"SG_AREA_AVALIACAO.y";"CS_STATUS_JURIDICO.y";"DS_DEPENDENCIA_ADMINISTRATIVA.y";"ANO_INICIO_PROGRAMA.y";"NM_MODALIDADE_PROGRAMA.y";"CD_CONCEITO_PROGRAMA.y";"NM_REGIAO.y";"SG_UF_PROGRAMA.y";"SG_ENTIDADE_ENSINO.y";"NM_PROGRAMA_IES.y";"NM_GRAU_PROGRAMA.y";"QPPP";"SPPP";"SPPPr";"SAPP";"QPPa";"QPPr";"QPA";"IPT"
"655";"25001019084P0";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORDESTE";"PE";"UFPE";"EDUCAÇÃO CONTEMPORÂNEA";"MESTRADO";0,491228070175439;0,464285714285714;0,849907612712491;0,411904761904762;0,554331539769601;"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORDESTE";"PE";"UFPE";"EDUCAÇÃO CONTEMPORÂNEA";"MESTRADO";19;0;0;0;0;0;0;0
"656";"25001019085P6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ARQUITETURA, URBANISMO E DESIGN";"ARQU";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"NORDESTE";"PE";"UFPE";"ERGONOMIA";"MESTRADO PROF.";8;0;0;0;0;0;0;0
"657";"25001019087P9";"ECONOMIA";"ECON";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"4";"NORDESTE";"PE";"UFPE";"GESTÃO E ECONOMIA DA SAÚDE";"MESTRADO PROF.";0,549019607843137;0,6;0,567567567567568;0,377777777777778;0,523591238297121;"ECONOMIA";"ECON";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"4";"NORDESTE";"PE";"UFPE";"GESTÃO E ECONOMIA DA SAÚDE";"MESTRADO PROF.";17;33;15;0;33;15;0;2,82352941176471
"658";"25001019088P5";"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"NORDESTE";"PE";"UFPE";"ENGENHARIA BIOMÉDICA";"MESTRADO";0,595238095238095;0,675;0,6;0,438888888888889;0,577281746031746;"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"NORDESTE";"PE";"UFPE";"ENGENHARIA BIOMÉDICA";"MESTRADO";14;4;0;0;4;0;0;0,285714285714286
"659";"25001019089P1";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"NORDESTE";"PE";"UFPE";"DIREITOS HUMANOS";"MESTRADO";0,583333333333333;0,468085106382979;0,712115384615385;0,513541666666667;0,569268872749591;"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"NORDESTE";"PE";"UFPE";"DIREITOS HUMANOS";"MESTRADO";16;0;0;0;0;0;0;0
"660";"25001019090P0";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"NORDESTE";"PE";"UFPE";"ENGENHARIA DE PRODUÇÃO - CENTRO ACADÊMICO DO AGRESTE";"MESTRADO";0,222222222222222;0,704545454545455;0,558035714285714;0,45297619047619;0,484444895382395;"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"NORDESTE";"PE";"UFPE";"ENGENHARIA DE PRODUÇÃO - CENTRO ACADÊMICO DO AGRESTE";"MESTRADO";15;2;0;0;2;0;0;0,133333333333333
"661";"25001019091P6";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"CPOL";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"4";"NORDESTE";"PE";"UFPE";"POLÍTICAS PÚBLICAS";"MESTRADO PROF.";0,5;0,7;0,976190476190476;0,328888888888889;0,626269841269841;"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"CPOL";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"4";"NORDESTE";"PE";"UFPE";"POLÍTICAS PÚBLICAS";"MESTRADO PROF.";12;0;0;1;0;0;1;0,0833333333333333
"662";"25001019092P2";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"NORDESTE";"PE";"UFPE";"GERONTOLOGIA";"MESTRADO";0,644444444444444;0,59375;0,620833333333333;0,434259259259259;0,573321759259259;"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"NORDESTE";"PE";"UFPE";"GERONTOLOGIA";"MESTRADO";15;0;0;0;0;0;0;0
"663";"25001019093P9";"NUTRIÇÃO";"NUTR";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"NORDESTE";"PE";"UFPE";"NUTRIÇÃO, ATIVIDADE FÍSICA E PLASTICIDADE FENOTÍPICA";"MESTRADO";0,641025641025641;0,681818181818182;0,548992673992674;0,479444444444444;0,587820235320235;"NUTRIÇÃO";"NUTR";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"NORDESTE";"PE";"UFPE";"NUTRIÇÃO, ATIVIDADE FÍSICA E PLASTICIDADE FENOTÍPICA";"MESTRADO";13;0;0;0;0;0;0;0
"664";"25001019094P5";"FILOSOFIA";"FILO";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"NORDESTE";"PE";"UFPE";"FILOSOFIA";"MESTRADO";0,311111111111111;0,529411764705882;0,833333333333333;0,377222222222222;0,512769607843137;"FILOSOFIA";"FILO";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"NORDESTE";"PE";"UFPE";"FILOSOFIA";"MESTRADO";15;0;0;0;0;0;0;0
"665";"25001019095P1";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"NORDESTE";"PE";"UFPE";"EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICA";"MESTRADO";0,555555555555555;0,458823529411765;0,675595238095238;0,537797619047619;0,556942985527544;"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"NORDESTE";"PE";"UFPE";"EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICA";"MESTRADO";21;0;0;0;0;0;0;0
"666";"25001019097P4";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"4";"NORDESTE";"PE";"UFPE";"MORFOTECNOLOGIA";"MESTRADO";0,8;0,645161290322581;1,08333333333333;0,498106060606061;0,756650171065494;"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"4";"NORDESTE";"PE";"UFPE";"MORFOTECNOLOGIA";"MESTRADO";15;0;0;0;0;0;0;0
"667";"25001019156P0";"EDUCAÇÃO FÍSICA";"EFIS";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"NORDESTE";"PE";"UFPE";"EDUCAÇÃO FÍSICA";"MESTRADO";0,392156862745098;0,55;0,864132104454685;0,477314814814815;0,570900945503649;"EDUCAÇÃO FÍSICA";"EFIS";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"NORDESTE";"PE";"UFPE";"EDUCAÇÃO FÍSICA";"MESTRADO";17;0;0;0;0;0;0;0
"668";"25001019157P7";"ARTES / MÚSICA";"ARTE";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"NORDESTE";"PE";"UFPE";"MÚSICA";"MESTRADO";0,833333333333333;0,72972972972973;0,696428571428571;0,601851851851852;0,715335871585872;"ARTES / MÚSICA";"ARTE";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"NORDESTE";"PE";"UFPE";"MÚSICA";"MESTRADO";8;0;0;0;0;0;0;0
"669";"25001019171P0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;0;0;0;0;0;0;0
"670";"25001019172P6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14;0;0;0;0;0;0;0
"671";"25002015001P3";"PSICOLOGIA";"PSICO";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"4";"NORDESTE";"PE";"UNICAP";"PSICOLOGIA CLÍNICA";"MESTRADO/DOUTORADO";0,5;0,228070175438596;0,534060846560847;0,430952380952381;0,423270850737956;"PSICOLOGIA";"PSICO";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"4";"NORDESTE";"PE";"UNICAP";"PSICOLOGIA CLÍNICA";"MESTRADO/DOUTORADO";12;0;0;0;0;0;0;0
"672";"25002015002P0";"ENGENHARIAS I";"ENGI";"PARTICULAR";"PRIVADA";2003;"ACADÊMICO";"3";"NORDESTE";"PE";"UNICAP";"ENGENHARIA CIVIL";"MESTRADO";0,388888888888889;0,444444444444444;0,909722222222222;0,277777777777778;0,505208333333333;"ENGENHARIAS I";"ENGI";"PARTICULAR";"PRIVADA";2003;"ACADÊMICO";"3";"NORDESTE";"PE";"UNICAP";"ENGENHARIA CIVIL";"MESTRADO";6;4;0;0;4;0;0;0,666666666666667
"673";"25002015003P6";"LETRAS / LINGUÍSTICA";"LETR";"PARTICULAR";"PRIVADA";2003;"ACADÊMICO";"4";"NORDESTE";"PE";"UNICAP";"CIÊNCIAS DA LINGUAGEM";"MESTRADO/DOUTORADO";0,777777777777778;0,404761904761905;0,694166666666667;0,541666666666667;0,604593253968254;"LETRAS / LINGUÍSTICA";"LETR";"PARTICULAR";"PRIVADA";2003;"ACADÊMICO";"4";"NORDESTE";"PE";"UNICAP";"CIÊNCIAS DA LINGUAGEM";"MESTRADO/DOUTORADO";12;0;0;12;0;0;12;1
"674";"25002015004P2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"TEOLOGIA";"TEOL";"PARTICULAR";"PRIVADA";2005;"ACADÊMICO";"4";"NORDESTE";"PE";"UNICAP";"CIÊNCIAS DA RELIGIÃO";"MESTRADO/DOUTORADO";10;0;0;0;0;0;0;0
"675";"25002015005P9";"ENGENHARIAS II";"ENGII";"PARTICULAR";"PRIVADA";2005;"ACADÊMICO";"3";"NORDESTE";"PE";"UNICAP";"DESENVOLVIMENTO DE PROCESSOS AMBIENTAIS";"MESTRADO";0,740740740740741;0,821428571428571;0,475;0,463888888888889;0,62526455026455;"ENGENHARIAS II";"ENGII";"PARTICULAR";"PRIVADA";2005;"ACADÊMICO";"3";"NORDESTE";"PE";"UNICAP";"DESENVOLVIMENTO DE PROCESSOS AMBIENTAIS";"MESTRADO";9;11;0;8;11;0;8;2,11111111111111
"676";"25002015006P5";"DIREITO";"DIRE";"PARTICULAR";"PRIVADA";2005;"ACADÊMICO";"4";"NORDESTE";"PE";"UNICAP";"DIREITO";"MESTRADO/DOUTORADO";0,3125;0,214285714285714;0,916666666666667;0,324074074074074;0,441881613756614;"DIREITO";"DIRE";"PARTICULAR";"PRIVADA";2005;"ACADÊMICO";"4";"NORDESTE";"PE";"UNICAP";"DIREITO";"MESTRADO/DOUTORADO";16;0;0;0;0;0;0;0
"677";"25002015007P1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"TEOLOGIA";"TEOL";"PARTICULAR";"PRIVADA";2015;"ACADÊMICO";"3";"NORDESTE";"PE";"UNICAP";"TEOLOGIA";"MESTRADO";9;0;0;0;0;0;0;0
"678";"25002015008P8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11;0;0;0;0;0;0;0
"679";"25002015009P4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;0;0;0;0;0;0;0
"680";"25003011001P0";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"4";"NORDESTE";"PE";"UFRPE";"BOTÂNICA";"MESTRADO/DOUTORADO";0,222222222222222;0,4;0,395833333333333;0,412698412698413;0,357688492063492;"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"4";"NORDESTE";"PE";"UFRPE";"BOTÂNICA";"MESTRADO/DOUTORADO";18;2;0;1;2;0;1;0,166666666666667
"681";"25003011002P6";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"5";"NORDESTE";"PE";"UFRPE";"FITOPATOLOGIA";"MESTRADO/DOUTORADO";0,333333333333333;0,21875;0,291071428571429;0,631944444444444;0,368774801587302;"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"5";"NORDESTE";"PE";"UFRPE";"FITOPATOLOGIA";"MESTRADO/DOUTORADO";13;6;0;0;6;0;0;0,461538461538462
"682";"25003011003P2";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1977;"ACADÊMICO";"5";"NORDESTE";"PE";"UFRPE";"AGRONOMIA (CIÊNCIAS DO SOLO)";"MESTRADO/DOUTORADO";0,333333333333333;0,282051282051282;0,407738095238095;0,444791666666667;0,366978594322344;"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1977;"ACADÊMICO";"5";"NORDESTE";"PE";"UFRPE";"AGRONOMIA (CIÊNCIAS DO SOLO)";"MESTRADO/DOUTORADO";13;3;0;0;3;0;0;0,230769230769231
"683";"25003011005P5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";1978;"ACADÊMICO";"5";"NORDESTE";"PE";"UFRPE";"MEDICINA VETERINÁRIA";"MESTRADO/DOUTORADO";18;3;2;0;3;2;0;0,277777777777778
"684";"25003011006P1";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";1981;"ACADÊMICO";"4";"NORDESTE";"PE";"UFRPE";"ZOOTECNIA";"MESTRADO";0,214285714285714;0,536585365853659;0,480053191489362;0,337280701754386;0,39205124334578;"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";1981;"ACADÊMICO";"4";"NORDESTE";"PE";"UFRPE";"ZOOTECNIA";"MESTRADO";14;0;0;0;0;0;0;0
"685";"25003011009P0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";"NORDESTE";"PE";"UFRPE";"ZOOTECNIA";"DOUTORADO";36;3;0;0;3;0;0;0,0833333333333333
"686";"25003011010P9";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1997;"ACADÊMICO";"5";"NORDESTE";"PE";"UFRPE";"BIOMETRIA E ESTATÍSTICA APLICADA";"MESTRADO/DOUTORADO";0,711111111111111;0,306122448979592;0,447435897435897;0,581666666666667;0,511584031048317;"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1997;"ACADÊMICO";"5";"NORDESTE";"PE";"UFRPE";"BIOMETRIA E ESTATÍSTICA APLICADA";"MESTRADO/DOUTORADO";15;1;0;1;1;0;1;0,133333333333333
"687";"25003011011P5";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";"NORDESTE";"PE";"UFRPE";"RECURSOS PESQUEIROS E AQUICULTURA";"MESTRADO/DOUTORADO";0,549019607843137;0,282051282051282;0,454645837254533;0,461231884057971;0,436737152801731;"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";"NORDESTE";"PE";"UFRPE";"RECURSOS PESQUEIROS E AQUICULTURA";"MESTRADO/DOUTORADO";17;0;0;2;0;0;2;0,117647058823529
"688";"25003011012P1";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"4";"NORDESTE";"PE";"UFRPE";"ENSINO DAS CIÊNCIAS";"MESTRADO/DOUTORADO";0,666666666666667;0,402173913043478;0,583125;0,385606060606061;0,509392910079051;"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"4";"NORDESTE";"PE";"UFRPE";"ENSINO DAS CIÊNCIAS";"MESTRADO/DOUTORADO";17;0;0;2;0;0;2;0,117647058823529
"689";"25003011013P8";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";"NORDESTE";"PE";"UFRPE";"CIÊNCIAS FLORESTAIS";"MESTRADO/DOUTORADO";0,428571428571429;0,32;0,466447368421053;0,428645833333333;0,410916157581454;"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";"NORDESTE";"PE";"UFRPE";"CIÊNCIAS FLORESTAIS";"MESTRADO/DOUTORADO";14;1;0;1;1;0;1;0,142857142857143
"690";"25003011014P4";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"3";"NORDESTE";"PE";"UFRPE";"ADMINISTRAÇÃO E DESENVOLVIMENTO RURAL";"MESTRADO";0,641025641025641;0,52;0,710081585081585;0,461274509803922;0,583095433977787;"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"3";"NORDESTE";"PE";"UFRPE";"ADMINISTRAÇÃO E DESENVOLVIMENTO RURAL";"MESTRADO";13;0;0;0;0;0;0;0
"691";"25003011015P0";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";"NORDESTE";"PE";"UFRPE";"AGRONOMIA ( MELHORAMENTO GENÉTICO DE PLANTAS)";"MESTRADO/DOUTORADO";0,555555555555556;0,5;0,573717948717949;0,439473684210526;0,517186797121008;"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";"NORDESTE";"PE";"UFRPE";"AGRONOMIA ( MELHORAMENTO GENÉTICO DE PLANTAS)";"MESTRADO/DOUTORADO";12;0;0;0;0;0;0;0
"692";"25003011017P3";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"5";"NORDESTE";"PE";"UFRPE";"ENTOMOLOGIA AGRÍCOLA";"MESTRADO/DOUTORADO";0,566666666666667;0,354838709677419;0,32797619047619;0,588194444444444;0,45941900281618;"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"5";"NORDESTE";"PE";"UFRPE";"ENTOMOLOGIA AGRÍCOLA";"MESTRADO/DOUTORADO";10;3;1;0;3;1;0;0,4
"693";"25003011018P0";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"5";"NORDESTE";"PE";"UFRPE";"ENGENHARIA AGRÍCOLA";"MESTRADO/DOUTORADO";0,611111111111111;0,255813953488372;0,642857142857143;0,453645833333333;0,49085701019749;"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"5";"NORDESTE";"PE";"UFRPE";"ENGENHARIA AGRÍCOLA";"MESTRADO/DOUTORADO";12;2;0;0;2;0;0;0,166666666666667
"694";"25003011019P6";"HISTÓRIA";"HIST";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";"NORDESTE";"PE";"UFRPE";"HISTÓRIA";"MESTRADO";0,318181818181818;0,303030303030303;0,381944444444444;0,38125;0,346101641414141;"HISTÓRIA";"HIST";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";"NORDESTE";"PE";"UFRPE";"HISTÓRIA";"MESTRADO";22;0;0;0;0;0;0;0
"695";"25003011020P4";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"NORDESTE";"PE";"UFRPE";"QUIMICA";"MESTRADO/DOUTORADO";0,240740740740741;0,238095238095238;0,410037878787879;0,45;0,334718464405964;"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"NORDESTE";"PE";"UFRPE";"QUIMICA";"MESTRADO/DOUTORADO";18;23;0;0;23;0;0;1,27777777777778
"696";"25003011021P0";"CIÊNCIA DE ALIMENTOS";"CALIM";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"NORDESTE";"PE";"UFRPE";"CIÊNCIA E TECNOLOGIA DE ALIMENTOS";"MESTRADO";0,515151515151515;0,9375;0,559331797235023;0,401282051282051;0,603316340917147;"CIÊNCIA DE ALIMENTOS";"CALIM";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"NORDESTE";"PE";"UFRPE";"CIÊNCIA E TECNOLOGIA DE ALIMENTOS";"MESTRADO";11;1;0;0;1;0;0;0,0909090909090909
"697";"25003011022P7";"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";"NORDESTE";"PE";"UFRPE";"BIOCIÊNCIA ANIMAL";"MESTRADO/DOUTORADO";0,627450980392157;0,296296296296296;0,513651673185571;0,496825396825397;0,483556086674855;"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";"NORDESTE";"PE";"UFRPE";"BIOCIÊNCIA ANIMAL";"MESTRADO/DOUTORADO";17;13;0;0;13;0;0;0,764705882352941
"698";"25003011024P0";"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";"NORDESTE";"PE";"UFRPE";"FÍSICA APLICADA";"MESTRADO";0,0909090909090909;0,638888888888889;0,493939393939394;0,532222222222222;0,438989898989899;"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";"NORDESTE";"PE";"UFRPE";"FÍSICA APLICADA";"MESTRADO";11;1;0;0;1;0;0;0,0909090909090909
"699";"25003011025P6";"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORDESTE";"PE";"UFRPE";"SANIDADE E REPRODUÇÃO DE RUMINANTES";"MESTRADO";0,466666666666667;0,72;0,246739130434783;0,288333333333333;0,430434782608696;"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORDESTE";"PE";"UFRPE";"SANIDADE E REPRODUÇÃO DE RUMINANTES";"MESTRADO";10;0;0;0;0;0;0;0
"700";"25003011026P2";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORDESTE";"PE";"UFRPE";"ECOLOGIA";"MESTRADO";0,439393939393939;0,638888888888889;0,732417582417582;0,452564102564103;0,565816128316128;"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORDESTE";"PE";"UFRPE";"ECOLOGIA";"MESTRADO";22;0;0;0;0;0;0;0
"701";"25003011027P9";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORDESTE";"PE";"UFRPE";"CIÊNCIA ANIMAL E PASTAGENS";"MESTRADO";0,285714285714286;0,814814814814815;0,235632183908046;0,347222222222222;0,420845876664842;"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORDESTE";"PE";"UFRPE";"CIÊNCIA ANIMAL E PASTAGENS";"MESTRADO";14;0;0;0;0;0;0;0
"702";"25003011028P5";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORDESTE";"PE";"UFRPE";"PRODUÇÃO AGRÍCOLA";"MESTRADO";0,595238095238095;0,617647058823529;0,512187088274045;0,426388888888889;0,53786528280614;"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORDESTE";"PE";"UFRPE";"PRODUÇÃO AGRÍCOLA";"MESTRADO";14;2;0;0;2;0;0;0,142857142857143
"703";"25003011029P1";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"NORDESTE";"PE";"UFRPE";"TECNOLOGIA E GESTÃO EM EDUCAÇÃO A DISTÂNCIA";"MESTRADO PROF.";0,666666666666667;0,641025641025641;0,739583333333333;0,469444444444444;0,629180021367521;"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"NORDESTE";"PE";"UFRPE";"TECNOLOGIA E GESTÃO EM EDUCAÇÃO A DISTÂNCIA";"MESTRADO PROF.";15;0;3;0;0;3;0;0,2
"704";"25003011030P0";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORDESTE";"PE";"UFRPE";"PRODUÇÃO VEGETAL";"MESTRADO";0,583333333333333;0,424242424242424;0,56875;0,491203703703704;0,516882365319865;"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORDESTE";"PE";"UFRPE";"PRODUÇÃO VEGETAL";"MESTRADO";12;0;0;0;0;0;0;0
"705";"25003011031P6";"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";"NORDESTE";"PE";"UFRPE";"CIÊNCIA ANIMAL TROPICAL";"MESTRADO/DOUTORADO";0,571428571428571;0,207547169811321;1,01157407407407;0,486944444444444;0,569373564939603;"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";"NORDESTE";"PE";"UFRPE";"CIÊNCIA ANIMAL TROPICAL";"MESTRADO/DOUTORADO";21;10;0;0;10;0;0;0,476190476190476
